threshold,CDC42,HOG1,KSS1,STE11,FUS3,BNI1,BEM1,RHO1,PBS2,CDC24,CLA4,SHO1,STE7,PTP2,BEM2,RGA1,ACT1,RDI1,STE5,STE50,RSR1,PTP3,STE12,SSK1,SLT2,SSK2,SLN1,STE4,STE20,GPA1,SPA2,GIC2,GIC1,RHO3,BUD6,BOI2,BEM3,SPT15,TAF6,TAF10,TAF9,TAF5,TAF12,SKO1,YPD1,PTC5,PTC6,PTC7,FAR1
840,0.06360513942802289,0.04998092007465203,0.046535598368831275,0.04287885113728994,0.04649369839335206,0.056117282041690184,0.05550472503332575,0.04491238365400915,0.040258669183204844,0.04796313827831851,0.051077428642926595,0.031226078403206223,0.03484664966814813,0.02931077912930631,,0.03650589076850171,0.030881607411574148,0.03729072567650208,,0.031598916936072176,0.03686994566269767,,,,0.029150807457849447,,,,0.03472207173364786,0.02791850230065554,0.031360661330761264,0.032998196361738855,,0.029991332923715322,,,,,,,,,,,,,,,
841,0.06308441314721829,0.04985298772876433,0.04641648474991987,0.042769097415134176,0.046374692022609534,0.05692157085714062,0.05559710790878845,0.04392302550552066,0.04015562214078883,0.04817347261631207,0.05147073712686819,0.031146151393918912,0.034757455358965454,0.029235754565368553,,0.03692422349792412,0.029297105606769704,0.03774293621501343,,0.03151803560045242,0.037384063380673085,,,,0.029076192361187896,,,,0.03480510529614785,0.027847041441438476,0.03172200775355506,0.0334355575785426,,0.030369158730977376,,,,,,,,,,,,,,,
842,0.06414401357089218,0.04990363221991229,0.04672086605053366,0.042986276764023106,0.046683624458570674,0.05515015099797379,0.05637693546582717,0.04497602403844824,0.040066186265194564,0.04863791089162091,0.05203503205027464,0.031139052087471343,0.03513479453556241,,,0.03728562848196951,0.03334194230181246,0.035700234983996965,,0.031715197871790085,0.030664248537668887,,,,0.02913331912899009,,,,0.03505901849818103,0.028145531933220894,0.03254925414049015,0.033592695458728825,,0.031010496872214025,0.027847932394632135,,,,,,,,,,,,,,
843,0.06402048076357651,0.050218662164881,0.047254686299781586,0.043341568169211274,0.04723846898672866,0.055043939169349555,0.056268361014085846,0.04488940622016616,0.04005888305031859,0.048544240768098455,0.05193481952489491,0.031076357767061153,0.035484347051897534,0.027961594532866615,,0.037213821338909846,0.03268475041867787,0.03563148109717434,,0.03052450032485808,0.030605193288469418,,,,0.029430755734130235,,,,0.034991499508711735,0.0286168389773818,0.03248656862213602,0.033528000411688595,,0.030950774794944194,,,,,,,,,,,,,,,
844,0.0641974534481681,0.050669993928895145,0.04748267330661477,0.04235682355451538,0.0470065882057972,0.055196097878080115,0.056423904408753646,0.04501349461553206,0.04052923833543109,0.04867843227225032,0.052078383651959846,0.03136961522116442,0.03547646483914401,0.02832240437490127,,0.037316692010727806,0.03033715256615947,0.035729977684368495,,0.030788684691559647,0.030689795639999816,,,,0.029480756250307726,,,,0.03508822698610776,0.028533759683726626,0.03257637168505676,0.03362068231865142,,0.0310363324421271,,,,,,,,,,,,,,,
845,0.06207229799351605,0.05255253226521959,0.049691405945720156,0.044302917112080016,0.04918586944074953,0.052188817233613065,0.05314200643225323,0.047464548580933665,0.04301747998522028,0.04596267095689561,0.049000862206850196,0.033957672739626896,0.03666493481907218,0.02966728149167555,,0.035207454417524146,0.03010808549281835,0.034419481513562576,0.02925867878291891,0.03331860036262594,,,,,0.03193167749321711,,,,0.0331298054265389,0.030708670730353594,0.03085302539578404,0.03143418783480752,,0.030759035346422908,,,,,,,,,,,,,,,
846,0.061952629949833235,0.052621851730023636,0.04997608528872656,0.04453276681269588,0.04936441965618952,0.05208820337103109,0.0530395549337153,0.04737304254915176,0.042853872605308686,0.0458740603674113,0.04890639434423491,0.03390311913026014,0.036948989751023426,0.02948577474359497,,0.035139578612545276,0.03006241346308183,0.03435312482707844,0.029382129005220595,0.03332410429665296,,,,,0.03193165348825044,,,,0.033065935082905076,0.030953429568395887,0.03079354441457086,0.031373586441198024,,0.03069973556690029,,,,,,,,,,,,,,,
847,0.06170790842030303,0.05305524488702474,0.050874411038012955,0.04526225556296169,0.05019886723669351,0.052899562992859056,0.05270497839444553,0.04832162604188142,0.04163086084514863,0.045875314592919554,0.048548237096314555,0.03301364963055615,0.03830530099357257,,,0.03499199127743634,0.03030992901985015,0.03454801268007421,0.0292010673108239,0.0327130825099771,,,0.02998861509987078,,0.031039154307729824,,,,0.033076273628403374,0.030809385451475033,0.0286999117032905,0.03131754171716582,,0.03090681756120953,,,,,,,,,,,,,,,
848,0.061726574014805594,0.051665687864004314,0.050262493106762195,0.04470791433218864,0.049624737433543134,0.05409433423042589,0.05404574093730785,0.04753227240852837,0.040760626796326825,0.047123023814754555,0.0500761752043194,0.03256061922542258,0.037875101249190066,,,0.035923260055389726,0.030490005471771508,0.03323776792651439,,0.03229387123074914,0.02957218371267208,,0.02965349609421823,,0.03057143933869997,,,,0.03416173860564277,0.030457865992107227,0.02952035060832732,0.03246437408967435,,0.02959834625665385,,,,,,,,,,,,,,,
849,0.06201413129739914,0.052082544259561665,0.05024574417772091,0.04319501530861196,0.04956956167232057,0.05464379501677336,0.0542514287646015,0.04584652928815106,0.041113077589050334,0.047233264823594606,0.05021969692239119,0.03278147923257257,0.03766095904280571,,,0.03585418111065499,0.030485757239239446,0.033480538288706625,,0.03240400759498697,0.029570509620186446,,0.029371296781721727,,0.030922417940644067,,,,0.03439257524249498,0.030190904494688954,0.029752734883782748,0.03278818088606759,,0.02992966852127091,,,,,,,,,,,,,,,
