threshold,MAE1,PYC1,IDH1,IDH2,KGD1,RIP1,CYT1,QCR2,MRPS9,MRPS5,MRPS28,PCK1,FDH1,ERT1,GDH2,MRPS16,MLS1,ACS1,DAL7,ACS2,LAT1,RPS8B,RPS8A,RPS13,CIT1,RPS20,RSM10,RPS3,RPS5,RPL5,SDH2,SDH1,SDH3,SDH4,GDH1,PDA1,PDB1,KGD2,PDX1,IRC15,HSP82,HSC82,AHA1,PGI1,TAL1,TKL1,SOL4,PGM2,GAD1,AIM22,NQM1,NOP7,YTM1,PWP2,LPD1,TKL2,MRP17,AAT1,AAT2,GDH3,TPI1,RPF2,ASC1,MDH1,MDH3,HSP104,BTN2,SIS1,TFS1,HSP78,DCS2,CIT3,ATP2,ATP16,ATP18,ATP4,QCR8,ACO1,ATP6,ATP15,TOM40,TOM22,TOM70,RPN10,RPT5,RPT2,GPM1,RPS15,TIM8,RPT1
840,,,,,,,,,,,,,,,0.14157753144349178,,,,,,,0.010535314514231103,0.010539175446475717,0.0105044062401895,,,,,,,,,,,0.14157753144349175,,,,,,,,,0.08060750369963099,,,,,,,0.07689288032554092,0.006567808788915193,0.006521324701775924,,,,,0.1450842339186294,0.1450842339186294,0.14157753144349175,0.07650641996649078,0.006424104149015759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,0.14244011767312476,,,,,,,0.009930309514270253,0.009914378156349591,,,,,,,,,,,,0.14244011767312476,,,,,,,,,0.08006491701691396,,,,,,,0.07637529758267543,0.006409139183240817,0.006363628565722916,,,,,0.14572654420865722,0.14572654420865722,0.14244011767312476,0.0759914385725642,0.006282371912227028,0.009895078059347084,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,0.14120867888114033,,,,,,,,,,,,,0.009502010731212901,0.009458956555239489,0.00944762727992658,,,,,0.14120867888114033,,,,,,,,,0.08174797343201444,,0.07773851692515092,,,,,0.07817769642371011,0.007426758954295316,0.007397857127759352,,,,,0.14411050362733888,0.14411050362733888,0.14120867888114033,,0.007255558672592192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010050128431434805,0.010004973594123279,0.00999152257926591,,,,,,,,,,,,,,0.0863923524315491,,,,,,,0.08329952237559025,0.007777559503715178,0.007717050488240119,,,0.08278127572184157,,0.14495270171297508,0.13954347816601742,0.13639892421287494,,0.0075973414779787725,,0.1367465846521967,0.1367465846521967,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,0.005912332019552608,0.005903984155145914,,,,,,,,,,,,,0.19196833278053455,0.17425234715565127,0.16043435160524258,0.15447484208830972,,,,,0.04807499793362346,,,,,,,0.04637462079827146,0.004508884427376694,0.0044782995625597816,,0.1472411325086966,0.046084829402487884,,,,,,0.004398932778489088,0.005892112784058356,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,0.006019123245590907,0.006019123245590907,,,,,,,,,,,,,0.19191833648473497,0.17420696481698122,0.16039256802988358,0.1544346106095716,,,,,0.04751301231380958,,,,,,,0.04649644270995189,0.004579108614624323,0.0045536080206724895,,0.1472027849796633,0.04618424598923548,,,,,,0.0044730732878115725,0.006006997651878309,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,0.006427230741516643,0.006427230741516643,,,,,,,,,,,,,0.19720972194198444,0.18018325557564796,0.1523554996810142,0.14702325933443572,,,,,0.050595076123767596,,,,,,,0.04951256390263992,0.004937062080722253,0.004908644850547358,,0.14001234827969716,0.049180115672544274,,,,,,0.004813452806052449,0.006414538267913301,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,0.006415130542758569,0.006415130542758569,,,,,,,,,,,,,0.1973378132843604,0.18030028791489108,0.15245445738086952,0.14711875364609125,,,,,0.050420211527923836,,,,,,,0.04934144064047022,0.004949308645361318,0.004907663743198506,,0.14010328887564624,0.04901014140410773,,,,,,0.0048244807267904906,0.006401891124772303,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,,,0.006043024827486442,0.006043024827486442,,,,,,,,,,,,,0.19727980766863273,0.17468094225506178,0.16091459268087271,0.15373055480542405,,,,,0.04659781148442282,,,,,,,0.04560082315523647,0.004382935151114246,0.004346006188912969,,0.1447786534103277,0.045294640001831754,,,,,,0.004276383585292913,0.006030799957896944,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,0.006490471032479515,0.006490471032479515,,,,,,,,,,,,,0.20395858825697302,0.18257546420607043,0.1507629580422549,0.1445358343845438,,,,,0.050311618661298164,,,,,,,0.04924154281774855,0.004819897066454862,0.004768850416900793,,0.13595435458710484,0.04891034343549959,,,,,,0.00470227857346585,0.006477327486726112,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,0.006571511064320416,0.006571511064320416,,,,,,,,,,,,,0.2043541266579226,0.18292953415616103,0.15105533376350347,0.14481613379875793,,,,,0.04938806719954845,,,,,,,0.04934446569336609,0.004448902341024925,0.004401484962979306,,0.1362180118739839,0.04900272782102531,,,,,,0.004339986134522416,0.006558203468563786,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,,,0.006544824880776427,0.006544824880776429,,,,,,,,,,,,,0.2044697759277815,0.1830330586966573,0.15114081987207262,0.14489808898317974,,,,,0.04924076901758905,,,,,,,0.04914808146862275,0.004501803087601714,0.004429867714250027,,0.1362951011594928,0.04883039044651449,,,,,,0.00439075078673489,0.0065318430779502425,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,0.0065822008950341855,0.0065822008950341855,,,,,,,,,,,,,0.204544424225677,0.18309988082833092,0.1511959987115602,0.1449509887120606,,,,,0.049151667696614276,,,,,,,0.04906164921632394,0.00445122112522454,0.004380084516427679,,0.13634486008971552,0.04874451437041187,,,,,,0.004341166878136757,0.006569141839448356,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,0.00575342086869739,0.00575342086869739,,,,,,,,,,,,,0.1941447599778921,0.17839357580292364,0.16451211739668894,0.15705738067903022,,,,,0.0429191712202741,,,,,,,0.04301945567806852,0.0040668550075329355,0.003997121441237064,,0.14795203918313451,0.04273834462394147,,,,,,0.003950104800601421,0.005742232451280359,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,0.00663282294376653,0.00663282294376653,,,,,,,,,,,,,0.20399953420077063,0.18270796513276877,0.15106440056942388,0.14484831926861844,,,,,0.04925493344512848,,,,,,,0.04936777202990882,0.0045838180014245375,0.004504126967209327,,0.1362981471702626,0.04904465099170612,,,,,,0.004440799879753549,0.0066198864554917036,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,0.14456158289509044,,,,,,,,,,,,,,,,,0.006615351867454521,0.006615351867454521,,,,,,,,,,,,,0.19575734812968468,0.17860445003499326,0.1568469572686893,,,,,,0.04870187574097803,,,,,,,0.04877325048087736,0.0047113460178927775,0.004629351308345845,,0.14456158289509044,0.04845523563145423,,,,,,0.004571282552138188,0.006595033309856522,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,0.14456898231698798,,,,,,,,,,,,,,,,,0.006736625248584824,0.006736625248584824,,,,,,,,,,,,,0.1957673680200272,0.17861359194982374,0.15685498552064206,,,,,,0.04777797585996648,,,,,,,0.04866545609970496,0.00495703718461548,0.0048735385642214414,,0.14456898231698798,0.04835104058436331,,,,,,0.004811526559025277,0.006716264526464379,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14261061444451706,0.12681188662817208,0.10300504232585156,0.08793864001992686,,,,,0.029158111957099615,,,0.024966223123059256,0.024220211571950655,,,0.029791240886525842,,,,0.09250279512416176,0.02959532545792615,,,,,,,,,,0.10271509125176155,0.09124458279397325,0.09124458279397324,0.02419565162110109,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14435232761150335,0.1283606488541184,0.10426304993758309,0.08901264063205637,,,,,0.029760154893842622,,,0.024989438156880567,0.024031909761246976,,,0.029992178530733587,,,,0.0936325380740701,0.02978978151375383,,,,,,,,,,0.09997090379428604,,0.08880684714467046,0.024230733950584265,0.08880684714467046,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14008922099645993,0.12456981887378044,0.1011838858863476,0.08638386156503451,,,,,0.03052693467200168,,,0.025749960152548136,0.025066138584943786,,,0.030767674733295405,,,,0.09086732119775376,0.03055995790561211,,,,,,,,,,0.10410750423220783,,0.09248150075733584,0.025164719685343093,0.09248150075733584,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14065316772482073,0.12507129030253608,0.10159121430892393,0.08673161063356565,,,,,0.030583658619992873,,,0.02399584684091388,0.02463096392161348,,,0.03082484601498921,,,,0.0912331189953279,0.030616743216075694,,,,,,,,,,0.10442591558007432,,0.0927643541359278,0.024112915569310733,0.0927643541359278,,,,,,,,,,,,,,,,,,,,
