threshold,SHM1,SHM2,MIS1,GCV1,ADE3,MET12,DFR1,CDC21,MTD1,MET13,MET7,YND1,GUA1,GCV3,ADE12,ADE8,RMA1,ADE13,HPT1,GCV2,AMD1,HAM1,APT2,APT1,FAU1,ADE17,FMT1,FOL3,"ADE5,7",IMD3,IMD4,IMD2,URA8,URA7,IMD1,ADE16,ADE4,PDE1,ADO1,PDA1,PDB1,PDX1,KGD2,AIM22,IRC15,MAE1,PYC1,PYC2,PTC6,PTC5,PKP1,PGI1,NQM1,TAL1,TKL2,TKL1,ZWF1,TPI1,PGK1,GPM1,FBA1,ENO2,ENO1,CDC19,PKP2,PYK2,LSC1,YMR31,KGD1,HSP104,HSP78,SIS1,BTN2,CUR1,HSP26,YJL144W,MDH1,HSP82,HSC82,AHA1,STI1,SBA1,CPR6,FES1,MBF1,CIT3,IDH1,IDH2,ACO1,CIT1,FUM1,ICL2,CYT1,NCE103,SIP5,TDH3,TDH1,MDH3,IDP3,ATP18,ATP15,ATP6,ATP2,ATP16,ATP4,MDH2,CIT2,IDP1,TOM40,TOM22,TOM70,ADE1,SGS1,MCM4,MCM5,MCM3,MCM7,RAD51,RAD52
820,0.062282441399529556,0.0610603625441081,0.05220951400216755,0.051674626754825426,0.05220951400216755,0.049913859764305124,0.05071987729782973,0.048693750633693446,0.04965483094011329,0.04719830700495578,0.04106202450330702,0.030983094716845724,,0.03799383672159036,0.025395321671592006,0.03953034809478049,0.0376586123589377,0.028356900674321353,0.02687802648551737,0.03458881046336523,0.030370627240766467,,,0.028356900674321353,0.03164852875601307,,0.02872933633992978,0.0314116333977392,,,,,,,,,,0.021418913557277233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,0.06059580242351804,0.05940681806123136,0.050795654826837594,0.05027525258777174,0.050795654826837594,0.04856216802856199,0.049346358213048204,0.04737510004997382,0.04831015383162264,0.045920153766137534,0.039950044795945376,0.03451951782755806,,0.03696494504003632,0.02829395408014099,0.03845984693371869,0.03663879871708561,0.03159356892225852,0.02994589542831995,0.03365212855831345,0.03383714306310878,,,0.03159356892225852,0.030791471117715095,,0.02795133186006307,0.030560991001610964,,,,,,,,,,0.023863677116326136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,0.06075262768054564,0.059560566161578794,0.05092711676488452,0.050405367696308455,0.05092711676488452,0.048687849580390755,0.04947406929204424,0.04749770940482845,0.04843518315690058,0.04603899764028561,0.040053437700945625,0.034168224796609616,,0.037060612343299326,0.02827380240408281,0.038559383124995905,0.03673362193579358,0.03124348613753674,0.02963361449150305,0.033739222110995504,0.03347172868788287,,,0.03124348613753674,0.030871161132190742,,0.02802367143851409,0.030640084520916946,,,,,,,,,,0.023577858894544904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,0.06006342710474894,0.058884888778385026,0.05034938046708051,0.04983355031546677,0.05034938046708051,0.048135516368705604,0.048912816909309834,0.046958877589306586,0.047885716287811665,0.04551671399768116,0.03959905649341526,0.03504832190545659,,0.03664018286820422,0.028238655145282773,0.03812195103248045,0.03631690196242271,0.03304415002825942,0.030988649102867673,0.0333564717314053,0.0351253175831697,,,0.03304415002825942,0.030520947111166073,,0.02770576040768725,0.030292491919567822,,,,,,,,,,0.02506672439477868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10839539186638504,0.09754486738262919,0.07719713771701105,0.07719713771701105,0.06915127257450406,0.05801728691575364,0.048907695934449616,0.048907695934449616,0.048907695934449616,0.02647407982881995,0.02588290831051938,0.02588290831051938,0.02346132729096359,0.022879430779821887,0.022866473076071456,0.022794222057145583,0.0227153880148157,0.02266097591342115,0.022237439126676434,0.022063845350214273,0.02174999763164622,0.02143682629362296,0.02128519581123515,0.02128519581123515,0.020097604416628896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10890569331255874,0.09800408696784495,0.07756056470721023,0.07756056470721023,0.06947682141742001,0.05829041942541492,0.04913794251167624,0.04913794251167624,0.04913794251167624,0.02659871392064018,0.02600475929804402,0.02600475929804402,0.02315761723131821,0.022772965309998262,0.022574337213965498,0.022688249790095566,0.022425358565139872,0.02237118301428242,0.021948259623516302,0.02176339853073909,0.02146690167652192,0.02115827858015479,0.02100805850186684,0.02100805850186684,0.019837122871118395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1098937198673435,0.10029630345653169,0.07936772339055406,0.07936772339055405,0.07107924844989673,0.059596985830930704,0.05016091144462538,0.05016091144462538,0.05016091144462538,0.02235528051787809,0.024880975271897237,0.021771877829347565,0.02299160794954376,0.022614014326025816,0.022449330140805853,0.02253332991118084,0.022306820728543186,0.021650979458377267,0.021838063765750752,0.02161523521122379,0.020775142835130263,0.021091071338250233,0.020910533378008335,0.020311633509940114,0.019819665108409986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11443675813197529,0.10444258174208049,0.08264880810381389,0.08264880810381389,0.07401768520423498,0.062060742517058655,0.05223457807777627,0.05223457807777627,0.05223457807777627,0.02327945430080123,0.02590956200877388,0.0226719335758544,0.020714374871080875,0.019636896547010146,0.01978814640998236,0.019754398290582703,0.019673940632998557,0.019687804851485757,0.019290576152157228,0.019110812952499407,0.019215025146894143,0.01896688082619592,0.018800698270411264,0.018800698270411264,0.017739678856554943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1109618801922697,0.10127117747315748,0.08013917287199708,0.08013917287199708,0.07177013445513346,0.06017626493647591,0.050648472476611237,0.050648472476611237,0.050648472476611237,0.022572572495350676,0.025122816849950942,0.021983499167896506,0.02242625673957378,0.02183284674170567,0.021845086151038553,0.021929072585910463,0.021707878956632978,0.021113414577559317,0.021446872127197567,0.021044825988696888,0.020427820567404293,0.020569370651020227,0.020425718102473747,0.01984058757220343,0.019308140494520693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11178153779742686,0.09958793797444526,0.07881907921867476,0.07881907921867476,0.07061585035612306,0.05927299109168282,0.050021926054743,0.050021926054743,0.050021926054743,0.022571644940802483,0.02511312876808887,0.02198923917812077,0.023005982124062144,0.022392696764818885,0.022407927686633283,0.02249116701960026,0.022267637519404925,0.021659080849917335,0.02217785573384436,0.02159064522091896,0.02115291731291872,0.021105135065940275,0.02095820707942862,0.02035931180971167,0.019795169104531874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11733400136112519,0.10239990985980968,0.09681061217481945,0.09681061217481945,0.08629628374707146,0.07139181707182538,0.037950970414823884,,,0.026075785196700518,0.02913829736511404,0.02529788256688007,0.02217420886765539,0.02161657914615674,0.02158010101442511,0.021493474117458944,0.02144635723074322,0.02090406945385305,0.021370929928005707,0.020766213202185493,0.020384020263502504,0.02036785200161987,0.020193431935683268,0.019614567571018045,0.019068556608552913,0.020888317173991814,0.018625149552158785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11747431642597563,0.1025223658386903,0.09692638413493279,0.09692638413493279,0.08639948204006287,0.07147719170599806,0.03799635447070811,,,0.026106968190960124,0.029173142695853534,0.02532813529832852,0.02210916275965176,0.021553168796312836,0.02151679766999955,0.021430424885481306,0.021383446212043918,0.020842749189056854,0.021308240168721324,0.020705297326681766,0.02032422551765514,0.020308104683958775,0.020134196264075237,0.019557029947543693,0.01901262066062187,0.020913296681593054,0.01857051430016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11419290629296376,0.10063449117470423,0.08821159465169348,0.08821159465169348,0.07879550823053397,0.06558675241408396,0.04326504665981121,,0.04326504665981121,0.02438847905892105,0.0272045176162841,0.02370309642524505,0.02316356030677165,0.022588586135308807,0.022543075342088985,0.022459937245175098,0.022403371431397597,0.021836916479056556,0.022324293427069056,0.021692134862402956,0.02129335053243803,0.02127649391863111,0.021094272510405677,0.0204895940038413,0.019919267999831396,,0.019456111969836272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11269593513052319,0.0993152592177828,0.0870552162244057,0.0870552162244057,0.07776256662864198,0.06472696628384811,0.04269787896705432,,0.04269787896705432,0.024068766994203763,0.026847889698826555,0.02339236913962795,0.02402988380242783,0.02309506135262447,0.02291958923879167,0.022953436275352956,0.022809580854875444,0.0228798546647346,0.02234992152717153,0.02208788738539552,0.022266976277655174,0.02201608952399291,0.02185753701473559,0.021857537014735588,0.020535661193854023,,0.02002504039727842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11594796562781205,0.10127513936528493,0.09574778198251277,0.09574778198251277,0.08534776003968622,0.07060433606384768,0.03752438139254793,,,0.02577422940390329,0.028801644688071247,0.025005038795889414,0.02286981428064186,0.022361904122229218,0.02227732915442974,0.022232176270972712,0.022157680153236815,0.02159522177955422,0.0216948612162735,0.02140291928574704,0.020635020552555026,0.021020556060031198,0.02083745162157057,0.020234686440487513,0.019667503902296518,0.020029572359053942,0.019207243458851813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11561912029342307,0.10098790830530435,0.09547622731389431,0.09547622731389431,0.0851057013495002,0.07040409187347733,0.03741795677629909,,,0.025701129931730127,0.028719959024790152,0.024934120860419646,0.022839995886255376,0.02227296222249009,0.02222438255203081,0.02214601062799997,0.02210691546155057,0.021548423087751577,0.022076988926391143,0.021782098573966655,0.021029064030984153,0.021410573757486985,0.021230847145293264,0.02024065227825262,0.020074306927826517,0.01997276557176433,0.019201569907223416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11512208461001941,0.10055377082101416,0.09506578402586956,0.09506578402586953,0.08473983997359245,0.07010143132883785,0.03725710051246767,,,0.02559064320040538,0.028596494632179448,0.02482693142868486,0.02350996967075052,0.02261638100260946,0.021736314792202602,0.02248219620078803,0.02236729323337223,0.02180472918774148,0.02192828668710506,0.021627901828430496,0.021218221350640085,0.02161812118135084,0.021431885392020022,0.020806457746657486,0.020263277191778853,0.01988690453805097,0.019782195437561437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1152071934383908,0.10075952470923454,0.09526114454933098,0.09526114454933098,0.08491224014631642,0.0702397574895017,0.037318300493423204,,,0.02483037777301332,0.02848887343802266,0.02483037777301332,0.023197733444153035,0.0224375448404415,0.02184518167697147,0.022307576738994195,0.02243987845960534,0.021046797693875033,0.022425719419084146,0.022133912915876488,0.02135123683270997,0.021742643987454506,0.02156123761311253,0.020543682571405583,0.02042586635516452,0.019907465047311505,0.01952458804426228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
