threshold,IDH2,IDH1,GDH2,IDP1,GDH3,RIP1,CYT1,QCR2,MRPS9,MRPS5,MRPS28,RPS8A,RPS8B,RPS13,GDH1,MRPS16,RPS20,MRP17,RSM10,RPS3,RPS5,RPL5,NOP7,YTM1,PWP2,SDH2,SDH1,SDH3,AAT2,AAT1,SDH4,YJL045W,PGI1,NQM1,TAL1,TKL2,TKL1,TPI1,RPF2,ASC1,MDH1,MDH3,QCR9,LSC1,ATP7,ATP15,ATP2,PDA1,PDB1,KGD2,LPD1,PDX1,CIT3,YND1,AMD1,APT1,RPO21,RPO26,RPB3,ATP3,ATP16,HSP82,HSC82,AHA1,SOL4,TFS1,PGM2,ACS1,LYS20,MLS1,ACO1,FUM1,CIT1,TOM40,TOM22,TOM70,CDC48,NPL4,UFD1,RPN10,RPT1,RPT2,ACS2,LAT1,ATP18,QCR8,ATP6,CIT2,ATP4,RPT5,TIM8,RPS15
820,,,0.11197650381608698,,0.11197650381608695,0.031611820959805116,0.03258016503642808,0.03253608613374052,,,,,,,0.11197650381608695,,,,,0.004922304246997383,0.004904026176601153,0.004861294407042304,,,,0.11442174746219143,0.11228014488415382,0.10803240252482388,0.10896024835997768,0.10896024835997768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,,,0.11748837946301299,,0.11748837946301299,0.028906493706740092,0.029862618988270993,0.02883288916456644,,,,,,,0.11748837946301299,,,,,0.005348509138797657,0.0053289895428624955,0.005286536232259372,,,,0.10938950549837931,0.10372445891140392,,0.11559092312559957,0.11559092312559957,0.09967301417648149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,,0.11676108070002113,,0.11676108070002113,0.027982783942384206,0.029024511194607916,0.027911376144720283,,,,,,,0.11676108070002113,,,,,0.005184508756735982,0.005156161999200759,0.005128553296326977,,,,0.11391170817675196,0.10678424576713293,0.10165916380746134,0.11348687240730718,0.11348687240730718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,,,0.11699028429416139,,0.11699028429416142,0.027882784084341937,0.02880777526385307,0.02781188604385442,,,,,,,0.11699028429416139,,,,,0.005405388648375784,0.005376316143876162,0.005347923619022671,,,,0.1134246055410765,0.10632762117257344,,0.11371019590479833,0.11371019590479833,,0.10122445479094529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,0.10959479143619696,,0.10959479143619696,0.030405227396751614,0.03144532251379056,0.030712328475924675,,,,,,,0.10959479143619696,,,,,0.005806290794504176,0.00577499384001954,0.005744741909700299,,,,0.12298463617020972,0.11528948011211852,,0.10664820641243082,0.10664820641243081,0.10975619165352836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,,,0.10954656922858448,,0.10954656922858448,0.030674347334832396,0.031608637575762,0.030979840038760142,,,,,,,0.10954656922858448,,,,,0.005992602105998244,0.0059700018079651826,0.00593922327856616,,,,0.12286426318372098,0.11517663887061076,,0.10625298596006165,0.10625298596006165,0.1096487661979074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,,,0.10858080933743874,,0.10858080933743874,0.030047453844481178,0.03095115585489139,0.03033526056889903,0.010688193167187755,,,,,,0.10858080933743874,0.010595765455501848,,0.010633560222276387,,,,,,,,0.12026287693175097,0.1127380215123795,0.10732718964227225,0.10533904739402175,0.10533904739402175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,,,0.15702843433614078,,0.15702843433614078,0.045116372114213044,0.04607625956332712,0.04526556110166956,0.016853086691637924,,,0.007239185165040227,0.007253057088582529,0.007234557475184781,0.15702843433614078,0.016710439697396228,,0.016766610117465733,,,,,,,,,,,0.16019978398853024,0.16019978398853024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,0.15565729568402295,,0.15565729568402295,0.045081724224121655,0.04636420310095414,0.04478400898578718,0.017509838049591855,,,0.007532294892494637,0.007529713497172742,0.007510083028394045,0.15565729568402295,0.01736857957339785,,0.01741919278034459,,,,,,,,,,,0.16096423740783622,0.16096423740783622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,0.15528147508741752,0.15528147508741752,,,0.14927250379313783,0.047289857494129665,0.048639888112229884,0.04698008965730433,0.018807524071352978,,,0.008102204340879306,0.008099773258857492,0.008077932080591934,,0.018655631547852103,,0.018710014335447413,,,,,,,,,,,0.1547111783463937,0.16209045278698822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0.15531783475234567,0.15531783475234567,0.14930745643779714,,,0.04709033562061437,0.04848098610211222,0.04681951034026147,0.018817215907167777,,,0.00820511385740973,0.008202655372277955,0.008180531258932668,,0.018665196414308645,,0.018719517913650865,,,,,,,,,,,0.15474740447447594,0.16212840679629983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0.1546399612212604,0.1546399612212604,,,,,,,,,,0.007959666114641767,0.007956600672148305,0.007934436693589855,0.14865581477105466,,,,,,,,0.006037829073893295,0.005953426862896466,0.005891554751369884,,,,0.1540720205453563,0.16142080901282904,,,0.06269816251270714,0.061121449715010163,0.0610183068319824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0.1482444617916034,0.1482444617916034,,,0.14779091545497028,,,,,,,0.008617887352603396,0.008614564859643516,0.008590559997844293,,,,,,,,,0.006308603911021966,0.0062193153291129405,0.006153872843195246,,,,0.1525578756990134,0.159421558417083,,,0.06757446841449964,0.06589711081169149,0.06576434332611403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,0.14822932597193206,0.14822932597193206,,,,,,,,,,0.008211588224256605,0.008208042889718539,0.008185160219235578,0.14777582594256386,,,,,,,,0.006305598337226413,0.006210930910763829,0.006144667161815381,,,,0.15254229947803277,0.1594052814113132,,,0.06876928433755795,0.06609398755359414,,0.06568868159005761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,0.1489581669516135,,0.1489581669516135,,,,,,,0.008284191828862595,0.008281740303091274,0.008258823116729125,0.1489581669516135,,,,,,,,0.006473187630683485,0.006385803517975378,0.006298710776413607,,,,0.15150577654409508,0.1577176238178599,,,0.06772610842687149,0.06622199571140966,0.06597153747116787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,0.14078850462356035,,0.14078850462356035,,,,,,,0.010667493960021552,0.010664570676490685,0.010634458664016681,0.14078850462356035,,,,,,,,0.006559835271678169,0.006471101606762424,0.006382554221126891,,,,0.1436832500699233,0.1436832500699233,,,0.08102785519647722,0.07901622954523309,0.07884388684766559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,0.14349790335561158,,0.14349790335561158,,,,,,,0.00980839404751696,0.009805902710152624,0.009777436963684332,0.14349790335561158,,,,,,,,0.005914695152252796,0.005834366298498171,0.0057532942970344005,,,,0.14730938551265765,0.14730938551265763,,,0.07812610608218849,0.07515661679493153,,0.07471070656159078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,0.14480182524377389,,0.1448018252437739,,,,,,,0.009837842137399641,0.009835140004267023,0.009806482320893142,0.1448018252437739,,,,,,,,0.006088845804521001,0.006018756115011085,0.005935397392532337,,,,0.14893310221712516,0.14893310221712516,,,0.0750387806070251,0.07257976339350299,,,0.07258731205927572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,0.14448787485949155,,0.14448787485949155,,,,,,,0.00981892492142514,0.009815787852153519,0.00978717205502831,0.14448787485949155,,,,,,,,0.005920874479413998,0.005847843985913576,0.0057663714225754635,,,,0.1486101946529787,0.1486101946529787,,,0.07655628953365988,0.07299767154069034,,,,0.07280505032470774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,,0.14394167280622014,,0.14394167280622014,,,,,,,0.009898970812197304,0.009895807085867916,0.00986678893235715,0.14394167280622014,,,,,,,,0.0060927032021354756,0.00604890781094219,,,,,0.14783354526669698,0.14783354526669698,,,0.07737773804833263,0.07378093610623991,,,,0.0735862480657975,0.00595979098407552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,,,0.1421286597674865,,0.14212865976748654,,,,,,,0.010436299137803506,0.01043247589337037,0.010401869325013142,0.1421286597674865,,,,,,,,0.006503698277832042,0.006457667936938975,,,,,0.1456490130178437,0.1456490130178437,,,0.07982066772047733,0.07614230398954196,,,,0.07575961599535935,0.006361396385516327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,,,0.1428321343840738,,0.1428321343840738,,,,,,,0.009844639524031567,0.00986045881934025,,0.1428321343840738,,,,,,,,0.006364056718770887,0.006318866227051256,,,,,0.14612760566165142,0.14612760566165142,,,0.07950173315188862,0.07583806683433174,,,,0.07545690792320262,0.0062381811402025325,0.009825475185656312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,,0.14155746401811908,,0.14155746401811908,,,,,,,,,,0.14155746401811908,,,,,0.009444031066036435,0.00940123959937561,0.009389979453387839,0.007381442125079169,0.007352716652608985,,,,,0.14446645626527868,0.14446645626527868,,,0.08124916110033889,0.077700669319539,,,0.07726416962012961,,0.0072112864785897944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,,,0.13683213077787074,,,,,,,,,,,,,,,0.00997760337763463,0.009932774392577405,0.009919420444696132,0.007721434059618694,0.007661361697230477,,,,,0.1399866719169411,0.14541307529992462,,,0.08576891661669682,0.08269840544628591,,0.08218389863195338,,,0.007542516546816175,,0.13718089539587697,0.13718089539587697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,0.14499041573190813,,0.14499041573190813,,,,,,,0.009164221287948887,0.009177178923791803,,0.14499041573190813,,,,,,,,0.006989340024926656,0.0069419296236921816,,,,,0.1489942311336023,0.1489942311336023,,,0.07484962096043402,0.07220224520294341,,0.07175105899255722,,,0.006818901089807633,0.009145794430969106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,0.14310483299257462,0.14310483299257462,0.13939901143344974,,,,,,,,,0.00980931517133756,0.00980931517133756,,,,,,,,,,0.007463798408720785,0.007422233268302128,,,,,0.14356943878494213,0.15028652263423675,,,0.07759344874574882,0.07593329003106988,,0.07542344190593932,,,0.007290964267812747,0.009789554191953457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,0.14321372759866238,,0.13885343087357857,,,,,,,,,0.010036444007153186,0.010036444007153186,,,,,,,,,,0.007756918244654931,0.007712270207502042,,,,,0.14312396746891282,0.14984111121855614,,,0.07895290486861718,0.0772636597688621,,0.07674487898038629,,,0.007562708201876918,0.010016624071358856,,0.13888491048272542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,0.14801297130170926,,0.14801297130170926,,,,,,,0.009301456173146103,0.009301456173146101,,0.14801297130170926,,,,,,,,0.007167662399433927,0.007107351632668506,,,,,,0.1518613081030271,,,0.07330970123543336,0.07174119588680132,,0.07125949524927401,,,0.006986884750988365,0.009282260014106716,,0.1386423144768467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,,0.15434889625472292,,0.15434889625472292,,,,,,,0.00943702021815334,0.00943702021815334,,0.15434889625472292,,,,,,,,0.007131697387452203,0.007071608389059146,,,,,,0.15836196708544792,,,0.06254939809715046,0.061211115935093645,,0.060800118694174836,,,0.006958321898790512,0.009417929391162913,,0.1445771139211929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,0.03568154498777102,0.034966021699309,,,0.014497395398809208,0.006310460512219021,0.006310460512219021,,,0.014547681517781628,,0.014466649277169065,,,,,,,,0.16759083046391918,0.16785703477451602,0.16085801395614027,,,0.16785703477451602,0.16785703477451602,,,,,,,,0.006297681497251952,,,0.034902155853862506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,0.03966199809912809,0.038866654643103724,,,0.016473377904920986,0.007179073740429174,0.007179073740429174,,,0.01653412417523882,,0.016438370489963914,,,,,,,,0.160850528974127,0.1672389536098754,0.15988068411517878,,,0.16186848022878816,0.16186848022878816,,,,,,,,0.0071645358038253115,,,0.03879566424620342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,,,,,0.029613401402025646,0.03037850038388123,0.02978356910689064,,,0.012070161479299773,0.00522856725681172,0.005228567256811718,,,0.012114670704804908,,0.012044511296687346,,,,,,,,0.17651684567710832,0.17360236538461352,0.16729913919338749,,,0.17360236538461352,,,,,,,,,0.005218196279676676,,,,0.16729913919338749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,0.033760725118220446,0.03463381774767296,0.03395340495513368,,,0.014244344713776162,0.006202645458901318,0.006202645458901318,,,0.014296936970022586,,0.014214030036833091,,,,,,,,0.17198860443464875,0.16914889020660623,0.1630073626265817,,,0.16914889020660626,,,,,,,,,0.006190339439513776,,,,0.1630073626265817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,0.028485422881322733,0.028905794023846125,0.02832084203519608,,,,0.004948519775478641,0.004948519775478641,,,,,,,,,,,,,0.1680430590850943,0.1652684899944482,0.1592678535837089,,,0.1652684899944482,,,,,,,,,0.0049388966128232365,,,,0.1592678535837089,0.027488745319589274,0.027423756667428374,0.027423756667428374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,0.14081170400003434,,0.1474809190006714,,0.1474809190006714,,,,,,,0.009838795667948886,0.009838795667948886,,0.1474809190006714,,,,,,,,0.006833745309150503,0.006714938622000118,,,,,,0.15189901340699224,,,0.07177403690504733,0.07193846471322539,,0.07146761439025025,,,0.0066205279829414515,0.009819606332446353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,0.006452148131779491,0.0064521481317794905,,,,,,,,,,0.004595114971444503,0.004515143108629201,,,,,,,,,0.04750037834302224,0.04756999223566541,,0.047259822957039704,,,0.00445850693501563,0.006432330842227392,,,,,,,,0.19951987199047388,0.18203728926846416,0.15986160997447013,0.1473401064610917,0.136005536648897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,0.006570421346618721,0.006570421346618721,,,,,,,,,,0.004834738720344034,0.004753300151683052,,,,,,,,,0.04659921264798033,0.04746479725402696,,0.04715813889951288,,,0.004692818087199335,0.006550562957838545,,,,,,,,0.19952983250756826,0.18204637701252435,0.15986959065470513,0.1473474620374283,0.13601232637595126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,0.14769111905119972,,0.14769111905119972,,,,,,,,,,0.14769111905119972,,,,,,,,0.008824567694537452,0.008675381811266909,,,,,,0.15211923915884848,,,,,,,,,0.008565761684818873,,,,,,,,,,,,,,0.14112937034693895,0.0733012119677706,0.0676974453145227,0.06510335918579004,0.010861774569912025,0.010330489338417164,0.010318041773577681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,0.16096321299820937,,0.16096321299820937,,,,,,,,,,0.16096321299820937,,,,,0.00863665735706092,0.008565687752420328,0.008570790900731491,0.006460556586306344,0.006365900920766402,,,,,,0.16578926106831726,,,,,,,,,0.006283595397982328,,,,,,,,0.05087537026345667,,,,,,0.15381180023141666,,,,,,,0.05087537026345667,0.05087537026345667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,,0.14864657287330532,,0.14864657287330538,,,,,,,0.003459253694051379,0.003459253694051379,,0.14864657287330532,,,,,,,,0.009558112900175175,0.009416928058399955,,,,,,0.1537925446434627,,,,,,,,,0.009295015943809135,0.0034564146069826405,,,,,,,,,,,,,0.1396221099759421,0.0789326775205198,0.0729222082605432,0.07014576208214651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,,,0.1479328872599963,,0.1479328872599963,,,,,,,,,,0.14793288725999626,,,,,,,,0.008854629460694244,0.008723322955004512,,,,,,0.15539205602924525,,,,,,,,,0.008595714965635904,,,,,,,,,,,,,,0.138571231482982,0.07369966599910818,0.06807751356830455,0.065484593278311,0.010033302741574723,0.009453430019585311,0.009315877719565612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
