threshold,IDH2,IDH1,GDH2,IDP1,GDH3,RIP1,CYT1,QCR2,MRPS9,MRPS5,MRPS28,RPS8A,RPS8B,RPS13,GDH1,MRPS16,RPS20,MRP17,RSM10,RPS3,RPS5,RPL5,NOP7,YTM1,PWP2,SDH2,SDH1,SDH3,AAT2,AAT1,SDH4,YJL045W,PGI1,NQM1,TAL1,TKL2,TKL1,TPI1,RPF2,ASC1,MDH1,MDH3,QCR9,LSC1,ATP7,ATP15,ATP2,PDA1,PDB1,KGD2,LPD1,PDX1,CIT3,YND1,AMD1,APT1,RPO21,RPO26,RPB3,ATP3,ATP16,HSP82,HSC82,AHA1,SOL4,TFS1,PGM2,ACS1,LYS20,MLS1,ACO1,FUM1,CIT1,TOM40,TOM22,TOM70,CDC48,NPL4,UFD1,RPN10,RPT1,RPT2,ACS2,LAT1,ATP18,QCR8,ATP6,CIT2,ATP4,RPT5,TIM8,RPS15
861,,,0.1552346875377377,,0.1552346875377377,,,,,,,0.008354161193630848,0.008354161193630848,,0.1552346875377377,,,,,,,,0.005848031030618174,0.005761061908944502,,,,,0.15668223438843654,0.15668223438843654,,,0.05952207414791823,0.059736371572149,,0.059341281224628076,,,0.00567173449256439,0.008342591845829854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,0.12069477315926734,,0.12069477315926734,,,,,,,,,,0.12069477315926734,,,,,,,,,,,,,,0.12055737238636116,0.12055737238636116,,,0.043382447427437285,0.04309684536102738,,0.04282905085025848,,,,,,,,,,,,,,,,,,,,,,,,,,0.05508413013936859,0.05183519643021095,0.05049491710487438,0.03695233221504121,0.03666509077129092,0.036460925449966416,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,0.11665885610853086,,0.11665885610853083,,,,,,,,,,0.11665885610853083,,,,,,,,,,,,,,0.10989952419696916,0.10989952419696918,,,0.03776725287358752,0.03752791994847289,,0.037293265889933536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033413549408919885,0.03293822521669785,0.03297172982136127,0.07619431453036918,0.07125615877419995,0.07086196681692711,,,,,,,,,,,,,,,,,,,,,,
864,,,0.15227966979982616,,0.15227966979982616,,,,,,,,,,0.15227966979982616,,,,,,,,0.0061146316079568296,0.006036677576356619,,,,,0.14345643197720903,0.14345643197720903,,,,,,,,,0.005934367970765886,,,,,,,,,,,,,,,0.04903911106725987,0.04434012141107147,0.043679096993924214,,,,,,,,,,,,0.035285489442099034,0.033001526461281475,0.03281710411538801,,,,,,,,,,,,,,,,,,,,,,
865,,0.16822973254925166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15767310517458488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16298609823021803,0.15767310517458488,0.15767310517458488,0.03253122356401948,0.031802657525290906,0.029145291538632333,0.026168295717247166,0.02526592854921487,0.024485883643147244,0.008788524386407915,0.008788524386407915,0.008788524386407915,,,,,,,,,,
866,,0.16902626389787184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15841965317892814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16375780210599783,0.15841965317892814,0.15841965317892814,0.03238543477889778,0.031662599997087586,0.02901784490121109,0.02531468700969949,0.02443685256064762,0.023675207975105396,0.00848811574556562,0.00848811574556562,0.00848811574556562,,,,,,,,,,
867,,0.1789517208157744,,,,0.012253913044144155,0.012516930044444373,0.012186891167449906,0.005416743383138292,,0.005431091160705793,,,,,,,0.005420078015820161,,,,,,,,,,,,,,,,,,,,,,,0.16772227518757987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17337388763194642,0.16772227518757987,0.16772227518757987,0.0317020892986795,0.03103663645594617,0.028543193419211188,,,,,,,,,,,,,,,,
868,0.15191886343642796,0.15191886343642796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15314131363206554,,,,,,,,,,,,,,,,,,0.14982625852416193,,0.14431386348659833,0.04272228961345585,0.041774953174338755,0.038170324340976065,0.032358911428877264,0.0312368052311904,0.030263220621023122,0.01078477769148565,0.01078477769148565,0.010784777691485654,,,,,,,,,,
869,0.17232663225014158,0.17232663225014158,,,,0.028954262072552018,0.030091340075402644,0.02936460075727834,0.013549569062820224,,0.01358435657343569,0.005704432085329114,0.005704432085329114,,,,,0.013560718036547946,,,,,,,,,,,,,,,,,,,,,,0.005696885664295372,0.16547543418179425,,,,,,,,,,,,0.17327779190391118,,,,,,,,,,,,,,,,,,0.17038291300102099,,,,,,,,,,,,,,,,,,,,,
870,0.1720661774026025,0.1720661774026025,,,,0.02913622003587747,0.03031819289120428,0.02954926198675723,0.01380125327199663,,0.013831169113725793,0.005687566951455018,0.005687566951455018,,,,,0.013809680880807642,,,,,,,,,,,,,,,,,,,,,,0.005680103494979882,,,,0.16522533424994668,,,,,,,,,0.17301589947159846,,,,,,,,,,,,,,,,,,0.17012539589499093,,,,,,,,,,,,,,,,,,,,,
871,0.16821734178039593,0.1682173417803959,,,,,,,0.00796692447125195,,0.007987365732093299,0.003263018088790173,0.003263018088790173,,,,,0.007973450659071433,,,,,,,,,,,,,,,,,,,,,,0.0032586875411349334,0.16152951696759818,,,,,,,,,,,,0.16914582013848062,,,,,,,,,,,,,,,,,,0.16631997234315274,,,0.04637759194231813,0.04513204804543959,0.04134790242108706,,,,,,,,,,,,,,,,
872,0.1531318417722658,0.1531318417722658,,,,,,,,,,0.003966641213166663,0.003966641213166664,,,,,,,,,,,,,,,,,,,,0.031013084507788856,0.03045153478410785,,0.030365471179487208,,,,0.003961546353874791,0.14295370609898067,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055166033644304946,,,0.14628026045139286,,0.14295370609898067,,,,,,,,,,0.05171696758492096,0.050940723325296394,,,,,,,,
873,0.16762967582024746,0.16762967582024746,,,,,,,0.007706796652490052,,0.0077261307735505425,0.0030434852294368552,0.003043485229436854,,,,,0.0077140096892683255,,,,,,,,,,,,,,,,,,,,,,0.0030396166903111587,,,,,,,,,,,,,0.1687638988198607,,,,,,,,,,,,,,,,,,0.16552034877985577,,0.1475054621055587,0.051960210618234096,0.05072626026172178,0.04799094350978029,,,,,,,,,,,,,,,,
874,0.15420280810255876,0.15420280810255882,,,,,,,,,,,,,,,,,,,,,0.0025775954969654,0.0025204363788572676,,,,,,,,,,,,,,,0.0025066061565964673,,0.13569051157465364,,,,,,,,,,,,0.15524618166215703,,,,,,,,,,,,,,,,,,0.15226243476923657,,,0.048672420753399726,0.04751654878470722,0.04495430959706237,0.03460113259774742,0.032511325441549145,0.03253488058195017,,,,,,,,,,,,,
875,0.1674700936111062,0.1674700936111062,,,,,,,,,,,,,,,,,,,,,0.0022863698545341404,0.0022356176879167076,,,,,,,,,,,,,,,0.002223176112353827,,0.14414953569376046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15738885899554775,0.14414953569376046,,0.04289309780352743,0.04186836971082322,0.039597011434009684,0.030649901055622455,0.028798736722146886,0.02881960201378446,,,,,,,,,,,,,
876,0.16786157734702675,0.16786157734702675,,,,,,,,,,,,,,,,,,,,,0.002728402243986097,0.0026677724075615953,,,,,,,,,,,,,,,0.002652558908078985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15775677649761188,0.14448650450740222,0.14448650450740222,0.042966077195103425,0.041939605604340874,0.03966438278163111,0.029351171958794605,0.027543698802158248,0.028033389891875243,,,,,,,,,,,,,
877,0.16616959044044205,0.16616959044044205,,,,,,,,,,,,,,,,,,,,,0.0031306786024096777,0.003061650131322553,,,,,,,,,,,,,,,0.0030441760148216296,,0.1430301302872356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15616664250460677,,0.1430301302872356,0.042095036644694675,0.04103979672724525,0.03778073649075309,0.032929365217535755,0.03090154350808824,0.03145093270316713,,,,,,,,,,,,,
878,0.16536978378733336,0.16536978378733336,,,,,,,,,,,,,,,,,,,,,0.003267655265390866,0.003195925691403502,,,,,,,,,,,,,,,0.0031778077597882227,,0.1423416983696054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1554149819911652,,0.1423416983696054,0.04237002281311575,0.04130746227573886,0.0380246617994991,0.03380603962856577,0.03172423147294598,0.03228824698850934,,,,,,,,,,,,,
879,0.16422704293174203,0.16422704293174203,,,,,,,,,,,,,,,,,,,,,0.0032124761254865787,0.00314173289719539,,,,,,,,,,,,,,,0.0031097955912395034,,0.14135808654853424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1543410309619936,,0.14135808654853424,0.04157993669619726,0.04049218051215098,0.03729175635316437,0.03651634005720336,0.03426762901681767,0.03487686282799877,,,,,,,,,,,,,
880,0.1662105704959201,0.1662105704959201,,,,,,,,,,,,,,,,,,,,,0.0031258451881625367,0.0030572728976591503,,,,,,,,,,,,,,,0.0030257541282093076,,0.1430654037849837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15620515567453572,,0.1430654037849837,0.04272459086364338,0.041655338405633166,0.038562666807892235,0.03217235905493319,0.030191154506811743,0.030727913910712005,,,,,,,,,,,,,
881,0.16611190145167207,0.16611190145167207,,,,,,,,,,,,,,,,,,,,,0.003129493054536163,0.0030605457006759986,,,,,,,,,,,,,,,0.0030260681577678594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15611242623277377,0.14298047460981567,0.14298047460981567,0.04286210472275239,0.041789424413012484,0.03867552680396718,0.03219593977075088,0.0302132830996643,0.030750435921123538,,,,,,,,,,,,,
882,0.16361037176382986,0.16361037176382986,,,,,,,,,,0.0033446923388851238,0.0033446923388851238,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033379288643809613,0.14082728811991038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15376148168605822,0.14082728811991038,,0.04023001515577342,0.03855193002499679,0.035978646855052636,0.03890579631094522,0.03651026000545824,0.03715923665208384,,,,,,,,,,,,,
883,0.15615574698006623,0.15615574698006623,,,,,,,,,,0.003726687214661802,0.003726687214661802,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037191439723927807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14870241786619914,0.13888325325727377,0.13888325325727377,0.04360912562983136,0.041790090140974775,0.039000664668359185,0.04343893530914973,0.04072458261629643,0.041483664892792885,,,,,,,,,,,,,
884,0.15758685528637328,0.15758685528637328,,,,,,,,,,0.0036820962064966533,0.0036820962064966537,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003674962173639641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14968811989113479,0.13928846406531742,0.13928846406531742,0.042576143869677466,0.040800196391734274,0.038076844833532346,0.042893289566693776,0.040213032437643764,0.04096257971956916,,,,,,,,,,,,,
885,0.1682844338532758,0.16828443385327582,,,,0.02720965898624493,0.027444045800339142,0.02734470904446672,,,,0.0053622957479552815,0.0053622957479552815,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005351895336472309,,,,0.15264690469773523,,,0.03283945386178779,,,,,,,,,,,,,,0.03283945386178779,,,,,,,,,,0.16154406064918084,0.15264690469773523,,,,,,,,,,,,,0.03283945386178779,,,,,,,
886,0.16898093112981008,0.16898093112981008,,,,,0.027845679445351837,0.027740887906809182,,,,0.005348674398439822,0.005348674398439822,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005338287990572301,,,,0.15327868121418983,,0.03133593895136474,0.03133593895136474,,,,,,,,,,,,,,,,,,,,,,,,0.16221266080254107,,0.15327868121418983,,,,,,,,,,,,0.03133593895136474,0.02763809351575193,,,,,,
887,,0.16781609591657143,,,,0.02997841390181174,0.030243385470691293,0.030130543963779045,,,,0.005894565485539169,0.005894565485539169,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005882993130032909,,,,0.15492927058171788,,,0.03234373073599878,,,,,,,,,,,,,,0.03234373073599878,,,,,,,,,,0.16228908110526238,0.15492927058171788,0.15492927058171788,,,,,,,,,,,,,,0.032395082323621725,,,,,
888,0.16022052710510884,0.17305109881778405,,,,0.027636197186986466,0.02788054264776861,0.027776407066716045,,,,0.005212662564273486,0.005225705171183376,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005215405826850835,,,,0.1563612395293832,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1684979535706975,,,,,,,,,,,,,,0.02883841153458514,,0.028884197914694067,0.1563612395293832,0.02883841153458514,,,
889,0.15079904382620885,0.16287513657770572,,,,,,,,,,0.005250882478972131,0.005252315617909412,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005252934299175794,,,,0.1471666947958751,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15858973094293288,,,0.053603114777334,0.05084275606080202,0.04754856845174961,,,,0.021968814488338977,,0.021758530030703584,,,,,,0.1471666947958751,,0.021924782856416872,,
890,0.15241632166734656,0.16359313589303712,,,,,,,,,,0.00532528070597213,0.005326728963623848,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005327122446946393,,,,0.1473883625983208,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15917013511127767,0.1473883625983208,,0.05324471229819345,0.05050280996076241,0.04723064803082852,,,,0.021109740965669272,,0.02090626547183524,,,,,,,,0.021070373287865953,,
891,0.15679003333428285,0.16887898243645721,,,,,,,,,,,0.005008624481080876,,,,,,,0.005001954831220204,,,,,,,,,,,,,,,,,,,,0.005009002573693624,,,,0.14868014949302993,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16336113961423326,,0.14868014949302993,0.049117117489708456,0.04659199211621682,0.04351412260535264,,,,0.019864965603744282,,0.019673506399062814,,,,,,,,0.019828259528887088,,
892,0.15706155086045667,0.16917143472158513,,,,,,,,,,,,,,,0.004728165181797593,,,0.004729684169575214,,,,,,,,,,,,,,,,,,,,0.00473635439054737,,,,0.1489376229147967,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1636440365022416,,0.1489376229147967,0.0499825842500129,0.04739059938274366,0.04429090183039492,,,,0.018868721830312758,,0.018686864456529704,,,,,,,,0.018833856594209226,,
893,0.17564259040969657,0.17564259040969657,,,,,,,,,,,,,,,,,,0.0041386100277498415,,,,,,,,,,,,,,,,,,,,0.0041446416520593355,,,,0.15932131775484706,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16860749760409838,0.15932131775484706,,0.03530384258919822,0.03304905689036723,,,,,0.016591037413269463,,0.016430968312182714,,,,,,,,0.016560656853209756,0.031108592555994755,0.004137279772782985
894,0.17133598220272772,0.17133598220272772,,,,,,,,,,,,,,,0.004591496018641467,,,0.004592972683349012,,,,,,,,,,,,,,,,,,,,0.004599876690931466,,,,0.15837992032657786,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16575743202633716,,0.15837992032657786,0.03802086123660974,0.03559265827543133,,,,,0.01805750900805235,,0.01789505283775404,,,,,,,,0.018024807857399783,0.033435528306882456,
895,0.16849908753072287,0.16849908753072287,,,,,,,,,,,,,,,,,,0.005653149745679607,,,,,,,,,,,,,,,,,,,,0.005661961324576417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16301290417109465,,0.15575754558456134,0.03745761456894557,0.035334452341246284,,,,,0.021799168423740852,0.02155639950289948,,,,,,,0.15575754558456134,,0.021625823363716636,0.03373393570129106,0.00565132462624098
896,0.1724614191428911,0.17246141914289106,,,,,,,,,,,,,,,0.005309391354109579,,,0.0053111063086406325,,,,,,,,,,,,,,,,,,,,0.005319395760190675,,,,0.15643575112178212,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1655537432413608,,0.15643575112178212,0.035090733628402135,0.03310163318042849,,,,,0.020436054015116806,0.020208022960016357,,,,,,,,,0.020273473877251872,0.03160210514513637,
897,0.1674273527292332,0.16742735272923323,,,,,,,,,,,,,,,,,,0.005223196035538375,,,,,,,,,,,,,,,,,,,,0.005231356130308639,,,,0.15186946629975465,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1607213085864183,0.15186946629975465,,0.04396560867786636,0.041834602476426536,0.03928161707407412,,,,0.020103808624601652,0.0198794848540335,,,,,,,,,0.019943871682989528,,0.005221507799767185
898,0.16789297078520268,0.16789297078520268,,,,,,,,,,,,,,,,,,0.005213920142253929,,,,,,,,,,,,,,,,,,,,0.0052222512030611025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16116827702996708,0.15229181763307575,0.15229181763307575,0.043177220700326396,0.041190064969013424,0.038601086846147215,,,,0.020076046281365223,0.019852536986545162,,,,,,,,,0.019916779372607298,,0.005212239632156159
899,0.16685710443545543,0.16685710443545543,,,,,,,,,,,,,,,0.0052347019054037125,,,0.005236390545390655,,,,,,,,,,,,,,,,,,,,0.005244761029988987,,,,0.15135220730579302,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16017390070771068,,0.15135220730579302,0.04453416523350818,0.04236812460043846,0.03980080333976818,,,,0.020419549154767645,0.020306047466996085,,,,,,,,,0.020262932533530495,,
900,0.16625128672000222,0.16625128672000222,,,,,,,,,,,,,,,,,,0.00524685328275375,,,,,,,,,,,,,,,,,,,,0.005255486850188194,,,,0.15080268411486253,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15959234808560158,,0.15080268411486253,0.0459849818342433,0.04358673646995758,0.03990407663426272,,,,0.0204487122936163,0.020335524026973476,,,,,,,,,0.020292179132444462,,0.005245159720229052
