threshold,PYC1,MAE1,KGD1,IDH1,IDH2,GDH2,IDP1,GDH3,GDH1,AAT2,AAT1,MDH3,MDH1,MDH2,IDP3,NIT3,GLT1,ALT2,ALT1,FUM1,UGA2,NIT1,RIP1,CYT1,QCR2,PCK1,FDH1,ERT1,MLS1,ACS1,DAL7,ACS2,LAT1,CIT1,CIT3,CIT2,LSC1,ACC1,LSC2,HFA1,ICL1,ACH1,LYS20,LYS21,ACO2,QCR7,QCR9,QCR8,SDH2,SDH1,SDH3,SDH4,YJL045W,SDH5,SHH3,SHH4,KGD2,LEU9,PDA1,PDB1,PDX1,AIM22,IRC15,ILV2,HSP82,HSC82,AHA1,STI1,SBA1,HSP104,PGI1,TAL1,PKP2,PKP1,CPR6,TKL1,NQM1,TKL2,TPI1,FES1,PGK1,ZWF1,FBA1,ENO2,GPM1,ENO1,CDC19,PFK1,ERR3,PYK2,LPD1,PTC6,PTC5,ACO1,YMR31,SIS1,BTN2,HSP78,YJL144W,HSP26,CUR1,MBF1,ICL2,TDH3,TDH2,ATP2,ATP18,ATP6,ATP16,ATP15,ATP4,TOM40,TOM22,TOM70,PTC7,TIM8,TOM7,TIM54,TOM20,TIM22
800,0.25367864560653086,0.25367864560653086,0.027980108939226908,0.027980108939226908,0.027980108939226905,0.027108691416191696,0.026209540337764164,0.026119677852704797,0.026119677852704797,0.02600800222541689,0.02600800222541689,0.023819752716169984,0.023819752716169984,0.023661658502915156,0.02361121837492627,0.02312794830022985,0.020561935665241577,0.01966364146641808,0.01966364146641808,0.01872644723273201,0.016254726283749178,0.009842713155640481,0.009532470085179719,0.009510835270990566,0.00933204882227728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,,,0.0413635755193172,0.0413635755193172,0.0413635755193172,0.04011033511471574,0.03546544425005617,0.03858536300875057,0.03858536300875057,0.03855754054425624,0.03855754054425623,0.036560189323913805,0.036560189323913805,0.03628590201820288,,,,,,,,,,,,,,,0.049611873896822374,0.04844493524126422,,0.045990347915925676,0.04356329513743111,0.043389231775862236,0.042172219259545556,0.041116718996623516,0.03883280632413197,0.03942912720002113,0.03871345356629481,0.03470398721186077,0.036498576337309206,0.03417483344213992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,,0.04130867233201307,0.04130867233201307,0.03963078087441486,0.040073319518821024,0.035379768144861566,0.03853734959437216,0.03853734959437216,0.038497279104351634,0.038497279104351634,0.03667107601689213,0.03667107601689214,0.03639339665954076,,,,,,,,,,,,,,,0.04978314224572396,0.04861217512598759,,0.04614911416146906,0.0437136827975791,0.04353901854065598,0.042317804696957555,0.04125866067351818,0.038966863558821,0.039565243032457176,0.03884709877563253,0.03482379108386203,0.03662457542614727,0.03429281058829236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,0.03847918463965755,0.03847918463965755,0.03683949534524263,0.03855991582130932,,0.03708398074604585,0.03708398074604585,0.03728913530810408,0.03728913530810408,,0.03403879719223136,,,,,,,,,,,,,,,,0.039997421575676935,0.041226242612960005,0.03828386852025378,0.03961529676064617,0.037836377852618036,0.03547663865564429,0.034484565967110595,,,0.03463749667020234,,,,,,,,,,,0.053197781464154506,0.051049813753331764,0.04933552425328626,0.04892608396953742,0.045667760472050574,0.04064304395629429,0.037239636884917354,0.037239636884917354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,0.03870712940729302,0.038707129407293026,0.03704751438194089,0.03880056643337761,0.03424091845128743,0.03743223471273734,0.03743223471273734,0.037638674969715256,0.037638674969715256,0.03431191317725992,0.03431191317725992,,,,,,,,,,,,,,,,0.03970502589331662,0.04121986133969013,0.03680337806203367,0.03813977846016174,0.036395325046431684,0.03420120938781009,,,,,,,,,,,,,,,0.05377870244080268,0.0516072788740018,0.04987426929384741,0.04946035791294061,0.046166453449174714,0.0410868669154332,0.03764629456186929,0.03764629456186929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,,,0.0394645341224781,0.0394645341224781,0.03777244445318204,0.03955979948471711,0.03491093024199353,0.038164692828476614,0.038164692828476614,0.0383751726209725,0.0383751726209725,0.03498331416269651,0.03498331416269651,0.034616170230153294,,,,,,,,,,,,,,,0.03995732386271611,0.04148178504030362,0.03703723806698725,0.03838213036504905,0.03662659215678495,,,,,,,,,,,,,,,,0.05201334755860656,0.05060992175482967,0.04734922481938478,0.0485022431889715,0.04524154625352661,0.04026195910984245,0.036850957971851984,0.036850957971851984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,0.045188745877486544,,,,,,,,,0.041838464949773245,0.04343469586265725,0.038780905148353945,0.04018911330230846,0.03835092653968146,0.03603891618296639,0.035608840824903835,0.035192510457605394,0.03434779891880584,0.03511361851997716,0.034371528197153806,0.031346509241033604,0.030946763324949333,0.03101941439452879,,,,,,,0.05492315630447896,0.05377594826576098,0.05101896579999704,0.051972264103753135,0.04921528163798919,0.03788164473319008,0.04131919191831052,0.04131919191831052,0.036404955372266665,0.030400648203757773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,0.04506010556594991,,,,,,,,,0.042217688562152,0.043831100963428474,0.03924501281123834,0.0406662167459748,0.03878897514279204,0.03644604008815002,0.03544601889155928,0.03557509048278679,0.03267911632216613,0.033514339893518895,0.03470591521501518,0.03175097306602875,0.03138232525577507,0.03133465813081529,,,,,,,0.054766804721792024,0.05362286247849792,0.05087372840676242,0.05182431292441089,0.04907517885267538,0.03777380579043188,0.04120156719521634,0.04120156719521635,0.03630132017041215,0.030715275127233717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,0.030256438842083736,,,,,,,,,,,,,,,,,,,0.043630497663869394,,,,,,,,,0.04699730980753405,0.046471742471583866,,0.042572476108125534,0.04049181371990658,0.03804839576247387,0.036854888320870485,0.037219063031133606,0.03391176740156026,0.034718272813912154,0.03613638272221433,0.032788641200328025,0.03262443746404038,0.03230791530473172,,,,,,,0.05302923540590611,0.05192158666104033,0.049259673507752934,0.05018009912717077,0.047518185973883395,0.036575368046636095,0.03989437793543589,0.03989437793543589,0.03514959951819086,0.03154745325417964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,,,0.03532234239277593,0.03394453019103868,0.033944530191038685,0.035428913391963676,,0.03416645300844277,0.03416645300844277,0.03404361482921177,0.03404361482921177,,,,,,,,,,,,,,,,,,0.04126441490525145,0.0428406748025991,0.038347835047668526,0.039737103160328135,0.037902517193949686,0.03561355722425751,0.034626746455397685,0.03475291686076462,,,,,,,,,,,,,0.05601748025828186,0.05459187635844132,0.05182023087282842,0.049468990458229056,0.049468990458229056,0.04299838631300414,0.04028964847306504,0.04028964847306504,0.0349085308425133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,0.04562138366305566,,,,,,,,,0.042199732109290664,0.043811720200129294,0.039217043782121666,0.04063780165102227,0.03876163215993898,0.03642078962644636,0.03541161137482045,0.035540641613558376,0.032658713225054634,0.0334922427207218,0.034682987376704534,0.03173105736168362,0.03137311494443741,0.031478769389490284,,,,,,,0.05465115450504818,0.05358239158191103,0.0514678724047328,0.04962696150848522,0.04962696150848522,0.03728024495158773,0.041682006388271596,0.041682006388271596,0.03666441389493617,0.030696745669794474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,0.045155320144328805,0.04083649358912454,,,,,,,,0.0420395546979591,0.04365454261726449,0.0392019535637596,0.04061738916336804,0.0387718986513919,0.036392723789984725,0.0353793002777993,0.0355094265963524,0.032634121358499614,0.033503388288973215,0.03469465476821608,0.03174223310966868,0.03082660177535966,0.03145870635017538,,,,,,,0.05369281771640576,0.05268786298189122,0.0506945945581493,0.0489524214228786,0.0489524214228786,0.035903002758675355,0.04083649358912454,0.045155320144328805,,0.030706756663442518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,,0.060700012792384336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0765657299421768,,0.11091385964158541,0.10438064249533026,0.0765657299421768,0.06642039201691403,0.06642039201691403,0.060700012792384336,0.026701911910061875,0.025948108723765288,0.023402267652091902,0.02253426729716469,0.022386597852238174,0.02225561622236645,0.022052598942284278,0.021461595880781136,0.0213859634759832,0.0213859634759832,0.021328432198487915,0.021327993404449217,0.021270961948887696,0.021197238332837518,0.02096777294416002,0.02095420012603758,0.020771737972553998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,0.05422227552518536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09207192082469064,,0.11750319407625695,0.1095960649559472,0.09207192082469064,0.07926336963865453,0.07926336963865453,,,,,,,,0.022177449975367605,0.02162968864325966,0.02446561060780466,0.02446561060780466,,0.021494553579641727,0.021603491338395047,0.021528041869788503,0.02108119656367592,,0.02087237119593282,0.020868242701464798,0.02032475381385933,0.020154339746071594,0.02005746795252099,0.019582223443934958,0.019148248380625923,0.01905344984622088,0.018792025954376294,0.018709118295174673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,0.06280023186736663,0.06280023186736665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07921490247307086,,0.11475147668618009,0.10799221037386465,0.07921490247307086,0.068718536084179,0.068718536084179,,,,,,,,0.022437232010735556,0.02186263907006946,0.022125917330404303,0.022125917330404303,,0.021725490231086334,0.021840838638540243,0.021763914605991475,0.021323895123393503,,0.02111440560421997,0.021089367820369773,0.020568266467646087,0.02039480616489776,0.020296082099978924,0.019813470194475016,0.01937068169656574,,0.019011251667181525,0.018924796034762346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,0.04755870279494136,0.04755870279494136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0750678530066968,,0.10540558346939888,0.09485434282653943,0.0750678530066968,0.0672439123828422,0.05641702911323659,,,,,,,,0.023458580536757204,0.022863795964911976,,0.02516899478271367,,0.022712728592064146,0.022876752151628578,0.022791553404833617,0.022234835660184415,,0.022061262207356533,0.022658322861011156,0.021434316559537446,0.021282703829413184,0.021747451232768507,0.021282703829413184,0.020095251473047106,,,,0.0672439123828422,0.02574386035351001,0.02516899478271367,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0.04778257227570434,0.04778257227570434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0754212142273983,,0.10590175119168846,0.09530084349263723,0.0754212142273983,0.0675604445602341,0.05668259672277016,,,,,,,,0.023154893272004238,0.022571681864086608,,0.02528747088618576,,0.02242272073916139,0.022770286596107144,0.02268558104103059,0.021945677917219426,,0.021760838569084177,0.02236855156080742,0.02115578979689915,0.021005587388537136,0.02146437659088035,0.021005587388537136,0.019834789491346757,,,,0.0675604445602341,0.02586504247815761,0.02528747088618576,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,0.04874491670830629,0.04874491670830629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07712724818151165,,0.10679152486320233,0.097465034373164,0.07712724818151165,0.06907274899109642,0.05791461970546183,,,,,,,,0.022989272499088182,0.02244704977405552,,0.021157278462663968,,0.02230455483766912,0.02261171723092155,0.022531041011869302,0.02183584549045297,,0.021613039570491207,0.021648780186801712,0.021088928941238514,0.02090840931975146,0.02077303252962638,0.020309570286965953,0.01981765185879263,,,,0.06907274899109642,0.021724212249168547,0.024178609046786165,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0.05075983255346163,0.05075983255346163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08031537373282015,,0.11120585050176682,0.10149384097226591,0.0803153737328201,0.07192793443009178,0.06030857363524248,,,,,,,,0.020712183762029712,0.01978605327480573,,0.022031833975188233,,0.01967185957819187,0.019634819410624012,0.019752308725188426,0.01928853564858074,,0.01910879146377499,0.01968572233016054,0.018964874562212127,0.018798709584756747,0.019212992634893192,0.018798709584756747,0.017737802402587637,,,,0.07192793443009178,0.02262220248979827,0.025178054030428613,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,0.049218665761561226,0.049218665761561226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07787684348854236,,0.10782942557605703,0.09841229145919118,0.07787684348854236,0.06974406308187774,0.05847748857688217,,,,,,,,0.02242395657660737,0.021842845596194913,,0.021362904840099756,,0.02170565247453054,0.021830607442204653,0.021926823416945903,0.021444672415422875,,0.021042667513034373,0.02111124906706554,0.020567260940730043,0.020423623125996524,0.020425725375286446,0.019838552610002856,0.01930616014308571,,,,0.06974406308187774,0.021935348623599967,0.024413599563099513,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,0.0486412110173031,0.0486412110173031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07664349949798802,,0.1086961218145205,0.0968390921311551,0.07664349949798802,0.06866669777128252,0.057636926338303175,,,,,,,,0.02299048360822107,0.022392832064097194,,0.0213822878751688,,0.02225263640660841,0.02237761140294812,0.022476015320948242,0.022162915104639382,,0.021576100179756585,0.021644489705499096,0.02109091710000501,0.020944088094954526,0.02113866715735956,0.020345596284988825,0.019781833627685513,,,,0.06866669777128252,0.021948617959486053,0.02441995125050752,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0.04103150429601307,,,,,,,,,,,,,,,,,,,,,,0.019183793986007412,0.01975032110865374,0.019073464418039365,0.03838210337828976,,,0.05846841842312072,0.06057223964336808,0.05442019533082541,0.05401997809242165,0.05401997809242165,0.050512893887363235,0.04644542035582453,0.0462773856255026,0.04501444270119678,0.04652112819087492,0.039989323205333556,0.04400605033952609,0.03934860521147793,0.04349362574471618,0.03937165880588247,0.03937165880588247,0.02261497029481292,,0.018916857673314767,0.018757677967181415,,,,,,,,,,0.040436304421949336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,0.042919798493766335,0.04310287434366946,0.04310287434366946,0.04143491018705488,0.04000308006673265,0.04143491018705487,0.04143491018705488,0.042944571952781466,0.04499290346677138,0.03831026110631724,0.03831026110631724,0.035708685231781036,0.0324351577896682,,,,,,,,,,,,,,0.04588840931584366,0.04753957437017139,0.04271119804057445,0.04239709116122939,0.04239709116122939,0.03964458784666717,0.03645226803829008,0.03632038750017651,0.03532917817014653,0.036511686647804485,,0.034537750546631114,,0.034135578738596656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,0.04118731481215352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08397537965390076,,0.1087089820515998,0.09580168725031289,0.08397537965390077,0.07501148510927777,0.062437057803867255,,,,,,,,0.023138305018865837,0.022518496570496593,,0.022564794675149408,,0.022378944979329463,0.022563957743184405,0.02243544911925831,0.0222999531939474,,0.02166848387335006,0.02181310763424385,0.021253296103941798,0.02107127337217484,0.0212701343389404,0.020467254148102933,0.01989754997196581,,,0.019434898922151965,0.07501148510927777,0.023217262948718103,0.025898065941888405,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,0.04064796538233871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08287571891269,,0.10728543386078701,0.094547160568265,0.08287571891269,0.07402920690280163,0.06161944219383256,,,,,,,,0.024004027047761403,0.022894927188784456,,0.022269307843889925,,0.02278503717663473,0.023070210490243662,0.022928737805089708,0.022325872453838786,,0.022064120267338706,0.022855235370120703,0.02199239966222676,0.02183401775942628,0.022243016455480904,0.02183401775942628,0.020513564309917003,,,0.020003492954061675,0.07402920690280163,0.02291323202098313,0.0255589297985693,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0.03125135233577811,,0.04888071204885697,0.04906738007887751,0.049067380078877516,0.052016626997569475,0.04547951265373902,0.052016626997569475,0.052016626997569475,0.05290625970868218,0.05507545492112228,0.050051431103824894,0.050051431103824894,0.045351112000691515,0.03638902103952232,0.03087160610793301,0.039182578424952194,0.0361358365161718,0.0331036576918383,0.03847068401543847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023989842894285233,0.023368341341163282,,,,0.023242832637600876,0.02345705829204889,0.023320977135793463,,,,,,,,,,,,,,,,0.03523565687626878,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0.03376508128017044,,0.04596751691632275,0.04600068377866327,0.04600068377866327,0.050586261661143064,0.03601702924878662,0.050586261661143064,0.05058626166114305,0.051626363273015806,0.051626363273015806,0.048165527394622196,0.048165527394622196,0.04446586425510118,0.029255804441210276,0.028277006345092396,0.03986999665424926,,,0.03640047930339195,,,,,,,,,,,,,,0.04446586425510118,0.04631203552518249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029365963210385922,0.028574453500196315,,,,0.028423423076432114,0.028636913617202667,0.028473688725575586,0.02838494576956732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0.03344740822176276,,0.047685853144085806,0.047708434686242,0.04770843468624201,0.05326825250161487,0.04220307001490968,0.05326825250161487,0.05326825250161487,0.054683123305990206,0.054683123305990206,0.04989969452386891,0.04989969452386891,0.04510373345264432,0.030908479705106972,0.0328339572132865,0.04040807840803313,0.02937399218892457,0.029020676939691518,0.03659909908079545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029325038080164078,,,,,0.027899726584287746,0.028210424914420978,0.028043050201552313,0.02735213405792465,,,0.02719801525536257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,0.04984849498312547,0.049873431604861615,0.049873431604861615,0.05313841882733611,0.044110767277471985,0.05313841882733611,0.05313841882733611,0.0546544876043152,0.0546544876043152,0.04952075046945658,0.04952075046945658,0.04456615563615339,0.03233549573186011,0.03136965774458904,0.041957411031511974,0.0307033301665171,0.030323428196382403,0.03824921765766262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02796724343814754,0.02633660376265814,,,,0.02705357163936234,0.027050758222465218,0.02689406836562547,0.027036501465930958,,0.02668469884126116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
