threshold,PDA1,PDB1,KGD2,PDX1,LPD1,IRC15,PYC1,PYC2,MAE1,PTC6,PKP1,PTC5,PGI1,NQM1,TAL1,TKL2,TKL1,ZWF1,TPI1,PGK1,GPM1,FBA1,ENO1,ENO2,CDC19,PKP2,PYK2,LSC1,YMR31,KGD1,HSP104,SIS1,BTN2,HSP78,CUR1,YJL144W,HSP26,MDH1,HSP82,HSC82,AHA1,STI1,SBA1,CPR6,FES1,MBF1
854,0.10681689662473325,0.09566834503109664,0.07909934952802695,0.07584452585247091,0.0713675408792851,0.05657759346509625,0.050068896630881626,0.047495240467895126,0.047495240467895126,,,0.02343538829550266,0.025066285672580794,0.025123710259381715,0.0221591741665545,0.024959271010683255,0.023948966494014918,0.02323670206895902,0.023669938818347985,0.022290226552205236,0.023065843858468053,0.022940963422145976,0.02134884648658977,0.021767352611933813,0.021873315047146125,,0.020863021382394528,,0.023817364905710684,,,,,,,,,,,,,,,,,
855,0.09980053063353983,0.09105568223776385,0.07996333069091906,0.06803044023257661,0.07370003128871934,0.04930661075181316,0.04132698281514947,0.039538949319835974,0.039538949319835974,,,,0.024161870057375103,0.024197280340132975,0.021353535106944425,0.024039507495634254,0.023085188675999922,0.022399374938560868,0.02283175980696221,0.021701351761606816,0.022238973378875922,0.022130598547831424,0.020588653669594736,0.021002709152763997,0.021104569649209273,,0.02011919126780557,,0.03308389757182996,0.07370003128871934,,,,,,,,,,,,,,,,
856,0.10018053355557958,0.09140238806286338,0.08026780100911961,0.0682894745875236,0.07398065331614091,0.04949435179930683,0.04148434043769064,0.03968949878265485,0.03968949878265485,,,,0.02379254305180697,0.024234491699307092,0.02152142918151065,0.0240779186224809,0.02245528182542258,0.02239944834429951,0.022880298248171695,0.0217396961513934,0.02187520456192061,0.021772209895134547,0.020256630691759456,0.02066369546590691,0.020814624322128387,,0.01984746566609699,,0.0332098686229852,0.07398065331614091,,,,,,,,,,,,,,,,
857,0.08622500736820791,0.07667280518691347,0.06227874810093134,0.053169323428014316,0.05592889577138575,0.045335781821708325,0.042207170236920145,0.03990665755984563,0.03990665755984563,0.017246496729654,0.017246496729654,0.019662101389809332,0.01746002127393588,0.01783914200003743,,0.017721826874960895,0.016482492128758235,,0.016471254419389066,,,,,,,,,,0.01925308116298236,,0.06150630332473741,0.054637706277352774,0.05463770627735277,0.05463770627735277,0.037855539366750166,0.037855539366750166,0.037855539366750166,,,,,,,,,
858,0.08740001247148085,0.07771764055575442,0.06312743282799146,0.05389387223667607,0.05669104981413541,0.04595358142100435,0.04278233563193497,0.040450473416968696,0.040450473416968696,0.017481518126455826,0.017481518126455826,0.01993004070555144,0.01784542400059889,0.017984555002881975,,0.017863189351481838,,,0.016527529936890807,,0.016513452457812126,,,,,,,,0.01951544667979383,,0.059946702975703606,0.0532522712702989,0.05325227127029888,0.0532522712702989,0.03689564567752074,0.03689564567752074,0.03689564567752074,,,,,,,,,
859,0.08492980638830562,0.075521089513688,0.061343248087310516,0.052370657682349234,0.05508877800487035,0.0446547850803643,0.041573168919688375,0.03930721264758929,0.03930721264758929,0.016987434073170358,0.016987434073170358,0.0193667535114581,0.018329161224798426,0.01847370778488156,,0.018348989228478236,,,0.016975365072631386,,0.01695990284149196,,,,,,,,0.01896387724929702,,0.06250883851543945,0.05552828529643449,0.05552828529643449,0.05552828529643449,0.03847257385470823,0.03847257385470823,0.03847257385470823,,,,,,,,,
860,0.08497434770140293,0.07556069643894221,0.0613754194643059,0.05239812339739251,0.05511766923415262,0.04467820421727443,0.041594971907497315,0.03932782725793603,0.03932782725793603,0.016996343108195276,0.016996343108195276,0.01937691037709239,0.018299184651481337,0.018443494811736738,,0.018318980227293946,,,0.016947602576058676,,0.016932165632748828,,,,,,,,0.01897382282706318,,0.062481377239497406,0.05550389070518422,0.055503890705184224,0.05550389070518422,0.038455672149414775,0.038455672149414775,0.038455672149414775,,,,,,,,,
861,0.09849165654273329,0.08986928947353379,0.07162930545085351,0.05403323441656307,0.06582962182879987,0.045674233902206506,0.056164276445782514,0.05373651548559377,0.05373651548559376,,,,0.02504475835858009,0.025134927044459337,0.022141453197097195,0.02496868716748733,0.023148991175371888,0.022115927920162804,0.023658788019331,0.021425045291015177,0.023202477812309885,0.022936481364373873,0.021329085744725307,0.021762231954152264,0.02190679304246721,,0.02087560327016248,,0.01999314503969534,,,,,,,,,0.0711909545669487,,,,,,,,
862,0.09572765567168466,0.08734726067328108,0.06961915078792662,0.05251688356781722,0.06398222542526125,0.044392464189709026,0.054588121525993884,0.05222849154912096,0.05222849154912096,,,,0.022762409819423235,0.022612556787462112,,0.02247204723203167,0.020996125620474898,,0.02105761155046551,,,,,,,,,,,,0.023766487272451908,0.022743723689947412,,0.022399921356238982,,,,0.06919310147623073,0.02883901136514456,0.027138048929576677,0.0264363526225268,0.025453492839963794,0.024452722030189018,0.024049035928834277,0.022996606539122923,
863,0.09432565649591247,0.08606799830536203,0.06859952911916466,0.05174773669004632,0.06304516051250562,0.04374230517591341,0.05378863990441445,0.05146356837629378,0.05146356837629378,,,,0.02323127470279364,0.02308405698093889,,0.02293971730888757,,,0.021527187166138176,,,,,,,,,,,,0.024441769437985393,0.023389945860248746,,0.02303637499904357,,,,0.068179719600762,0.02965842021691344,0.027909127980487152,0.027187494229744424,0.026176708246949287,0.025147502327186228,0.02473234620834031,0.02365001392262215,0.021464177855052773
864,0.10045193718389148,0.09572801753238318,0.07778064046984509,0.06622854446773756,0.06978171223471975,0.056317222559884146,0.052224510273323914,0.04928120220792369,0.04928120220792369,,,,0.023291751892247078,0.02288092737846477,,0.022796919209773687,0.021402248619632306,,0.021715238580402526,,,,,,,,,,0.024428382747832808,,0.022916037457671457,0.022057977061834252,,0.021819165475926817,,,,,0.02875451689459459,0.028123152774092306,0.026212482414474606,0.025138372998232694,0.025282555760045403,0.023641668917500157,0.022463612679642253,
