threshold,PDA1,PDB1,PDX1,KGD2,AIM22,IRC15,MAE1,PYC2,PYC1,PTC6,PKP1,PTC5,PGI1,NQM1,TAL1,TKL2,TKL1,ZWF1,TPI1,PGK1,GPM1,FBA1,ENO2,ENO1,CDC19,PKP2,PYK2,LSC1,YMR31,KGD1,HSP104,BTN2,SIS1,HSP78,YJL144W,CUR1,HSP26,MDH1,HSP82,HSC82,AHA1,STI1,SBA1,CPR6,FES1,MBF1
824,0.10839539186638503,0.09754486738262921,0.07719713771701103,0.07719713771701103,0.06915127257450404,0.05801728691575362,0.04890769593444961,0.04890769593444961,0.04890769593444961,0.026474079828819948,0.025882908310519374,0.025882908310519374,0.023461327290963594,0.02287943077982189,0.02286647307607146,0.022794222057145583,0.0227153880148157,0.022660975913421148,0.022237439126676438,0.022063845350214273,0.021749997631646232,0.021436826293622962,0.021285195811235152,0.021285195811235152,0.020097604416628903,,,,,,,,,,,,,,,,,,,,,
825,0.10890569331255873,0.09800408696784492,0.07756056470721022,0.07756056470721022,0.06947682141742001,0.05829041942541492,0.04913794251167623,0.04913794251167623,0.04913794251167623,0.02659871392064018,0.02600475929804402,0.02600475929804402,0.023157617231318206,0.02277296530999827,0.022574337213965498,0.02268824979009557,0.022425358565139875,0.022371183014282422,0.021948259623516306,0.021763398530739095,0.021466901676521915,0.021158278580154788,0.021008058501866843,0.021008058501866843,0.019837122871118402,,,,,,,,,,,,,,,,,,,,,
826,0.10989371986734352,0.10029630345653169,0.07936772339055406,0.07936772339055406,0.07107924844989674,0.059596985830930725,0.05016091144462539,0.05016091144462539,0.05016091144462539,0.022355280517878096,0.02177187782934757,0.024880975271897237,0.022991607949543764,0.02261401432602582,0.022449330140805853,0.02253332991118084,0.02230682072854319,0.021650979458377274,0.021838063765750745,0.02161523521122379,0.020775142835130267,0.021091071338250233,0.020910533378008335,0.02031163350994011,0.019819665108409986,,,,,,,,,,,,,,,,,,,,,
827,0.1144367581319753,0.10444258174208049,0.08264880810381389,0.08264880810381389,0.07401768520423498,0.062060742517058655,0.05223457807777627,0.05223457807777627,0.05223457807777628,0.023279454300801233,0.0226719335758544,0.02590956200877388,0.020714374871080875,0.019636896547010146,0.01978814640998236,0.019754398290582703,0.019673940632998557,0.019687804851485757,0.019290576152157228,0.019110812952499407,0.019215025146894143,0.01896688082619592,0.018800698270411264,0.018800698270411264,0.017739678856554943,,,,,,,,,,,,,,,,,,,,,
828,0.11096188019226969,0.10127117747315746,0.08013917287199708,0.08013917287199708,0.07177013445513346,0.060176264936475904,0.05064847247661124,0.05064847247661123,0.05064847247661123,0.022572572495350683,0.02198349916789651,0.025122816849950946,0.02242625673957378,0.02183284674170567,0.02184508615103855,0.02192907258591046,0.021707878956632974,0.021113414577559313,0.021446872127197564,0.021044825988696884,0.02042782056740429,0.020569370651020224,0.02042571810247374,0.01984058757220343,0.0193081404945207,,,,,,,,,,,,,,,,,,,,,
829,0.11178153779742683,0.09958793797444528,0.07881907921867477,0.07881907921867477,0.07061585035612307,0.059272991091682825,0.05002192605474301,0.05002192605474301,0.05002192605474301,0.022571644940802486,0.021989239178120776,0.025113128768088872,0.023005982124062144,0.022392696764818892,0.022407927686633293,0.02249116701960027,0.022267637519404932,0.02165908084991733,0.022177855733844364,0.021590645220918966,0.021152917312918722,0.021105135065940285,0.020958207079428616,0.020359311809711674,0.019795169104531878,,,,,,,,,,,,,,,,,,,,,
830,0.11733400136112519,0.10239990985980969,0.09681061217481945,0.09681061217481945,0.08629628374707146,0.07139181707182538,0.03795097041482389,,,0.02607578519670052,0.025297882566880075,0.02913829736511404,0.02217420886765539,0.02161657914615674,0.02158010101442511,0.021493474117458947,0.021446357230743226,0.02090406945385305,0.021370929928005707,0.020766213202185496,0.02038402026350251,0.020367852001619873,0.02019343193568327,0.019614567571018048,0.01906855660855292,0.02088831717399181,0.018625149552158788,,,,,,,,,,,,,,,,,,,
831,0.11747431642597563,0.1025223658386903,0.09692638413493279,0.09692638413493279,0.08639948204006288,0.07147719170599805,0.03799635447070811,,,0.026106968190960124,0.025328135298328516,0.029173142695853534,0.02210916275965176,0.021553168796312833,0.02151679766999955,0.021430424885481306,0.021383446212043918,0.020842749189056858,0.021308240168721324,0.02070529732668177,0.020324225517655135,0.020308104683958775,0.020134196264075237,0.019557029947543693,0.019012620660621878,0.020913296681593054,0.018570514300160216,,,,,,,,,,,,,,,,,,,
832,0.11419290629296376,0.10063449117470423,0.0882115946516935,0.0882115946516935,0.07879550823053397,0.06558675241408396,0.043265046659811214,0.043265046659811214,,0.024388479058921046,0.02370309642524505,0.0272045176162841,0.023163560306771653,0.022588586135308807,0.02254307534208899,0.022459937245175098,0.022403371431397593,0.021836916479056556,0.022324293427069052,0.021692134862402967,0.02129335053243803,0.021276493918631113,0.02109427251040568,0.0204895940038413,0.0199192679998314,,0.019456111969836275,,,,,,,,,,,,,,,,,,,
833,0.11269593513052317,0.0993152592177828,0.08705521622440568,0.08705521622440568,0.07776256662864196,0.0647269662838481,0.04269787896705431,0.04269787896705431,,0.024068766994203763,0.023392369139627958,0.026847889698826555,0.024029883802427824,0.023095061352624475,0.02291958923879166,0.022953436275352946,0.02280958085487544,0.022879854664734595,0.022349921527171527,0.022087887385395525,0.022266976277655177,0.02201608952399291,0.02185753701473559,0.02185753701473559,0.020535661193854023,,0.020025040397278423,,,,,,,,,,,,,,,,,,,
834,0.11594796562781207,0.10127513936528496,0.09574778198251277,0.09574778198251277,0.08534776003968624,0.07060433606384768,0.03752438139254793,,,0.02577422940390329,0.025005038795889414,0.028801644688071254,0.022869814280641856,0.022361904122229215,0.02227732915442974,0.02223217627097271,0.02215768015323681,0.021595221779554218,0.021694861216273502,0.021402919285747033,0.020635020552555023,0.021020556060031195,0.020837451621570562,0.020234686440487502,0.019667503902296518,0.02002957235905394,0.01920724345885181,,,,,,,,,,,,,,,,,,,
835,0.11561912029342307,0.10098790830530435,0.09547622731389432,0.09547622731389432,0.0851057013495002,0.07040409187347733,0.0374179567762991,,,0.025701129931730127,0.024934120860419646,0.028719959024790152,0.022839995886255376,0.022272962222490086,0.022224382552030804,0.022146010627999962,0.022106915461550563,0.02154842308775156,0.022076988926391136,0.021782098573966655,0.02102906403098414,0.02141057375748698,0.02123084714529326,0.020240652278252617,0.020074306927826514,0.019972765571764337,0.019201569907223406,,,,,,,,,,,,,,,,,,,
836,0.11512208461001944,0.10055377082101419,0.09506578402586956,0.09506578402586956,0.08473983997359247,0.07010143132883785,0.037257100512467674,,,0.025590643200405376,0.024826931428684862,0.028596494632179455,0.023509969670750513,0.022616381002609452,0.021736314792202588,0.02248219620078802,0.02236729323337222,0.021804729187741474,0.021928286687105048,0.021627901828430492,0.021218221350640082,0.021618121181350838,0.021431885392020015,0.020806457746657476,0.02026327719177885,0.019886904538050972,0.01978219543756143,,,,,,,,,,,,,,,,,,,
837,0.11520719343839077,0.10075952470923454,0.09526114454933098,0.09526114454933098,0.08491224014631642,0.07023975748950169,0.0373183004934232,,,0.02483037777301332,0.02483037777301332,0.02848887343802265,0.02319773344415304,0.022437544840441515,0.021845181676971474,0.0223075767389942,0.02243987845960535,0.02104679769387504,0.02242571941908415,0.022133912915876495,0.02135123683270998,0.021742643987454516,0.021561237613112533,0.02054368257140559,0.020425866355164527,0.019907465047311498,0.019524588044262284,,,,,,,,,,,,,,,,,,,
838,0.11518261612324758,0.10073802953589901,0.09524082235328907,0.09524082235328907,0.08489412569683366,0.0702247731417029,0.03731033932707183,,,0.024825080673054202,0.024825080673054202,0.02848279586595737,0.023592665895968104,0.022495991986209232,0.020805597637724094,0.022361857637421063,0.02240864986966962,0.02104678662844856,0.02243663111565457,0.02118471982202296,0.021771979632306187,0.022125794144371425,0.02136010130663667,0.020940528491783558,0.02076625441570208,0.019903218159356265,0.019834737513326792,,,,,,,,,,,,,,,,,,,
839,0.10857341732441181,0.09694933463346089,0.07622603421620877,0.07622603421620877,0.06830438431164595,0.05735973475964267,0.049107056775183094,0.049107056775183094,0.05183928122382974,0.02127745578504406,0.02127745578504406,0.024215990965543242,0.024945046521883726,0.023785508985138187,0.021998217720589016,0.023643685776796354,0.023693160237014198,0.02225323216536256,0.0237227454261536,0.02239907197616637,0.023019994738881836,0.023394090633873228,0.02258450669185543,0.022140883091539144,0.021956619263340155,,,,,,,,,,,,,,,,,,,,,
840,0.11517638513752337,0.10073257995292333,0.09523567015042711,0.09523567015042711,0.0848895332148855,0.07022097422157367,0.037308320965277884,,,0.024823737721066465,0.024823737721066465,0.028481255044083383,0.023459777191407516,0.022378683835249574,0.02062579447382581,0.022239958651429498,0.022260260646110475,0.021488339692729716,0.0222662095183372,0.021045653296576892,0.02218367165282081,0.021973899517178003,0.02178593984996004,0.0213495137267259,0.02054051751724372,0.019902141463302728,0.01957177468784786,,,,,,,,,,,,,,,,,,,
841,0.10680497820165251,0.09623006254494633,0.09041693018537932,0.09041693018537932,0.07197579061480532,0.059243891311450844,0.04347908510140789,,,0.01997954416999636,0.01997954416999636,0.022650837709070323,0.023225026457580518,0.0221547510839048,0.02041940204524516,0.02201741405643575,0.02203751289879731,0.021273316188012047,0.022043402243514067,0.020835059542214658,0.021961690294814377,0.021754017248279564,0.021567938403264198,0.021135879386838214,0.02033497841424979,,0.019375929329523152,0.0786860882132419,,,,,,,,,,,,,,,,,,
