threshold,ACS1,SDH2,MLS1,ACS2,SDH1,DAL7,SDH3,YJL045W,SDH4,CIT1,LSC1,SHH4,FUM1,SHH3,ACH1,ACC1,HFA1,LSC2,CIT3,CIT2,LYS20,LYS21,LEU9,SDH5,ICL1,PCK1,ACO2,CYT1,QCR2,RIP1,QCR9,COR1,QCR8,QCR6,QCR7,PYC1,PYC2,AAT1,IDH2,IDH1,AAT2,KGD1,GDH1,GDH2,GDH3,IDP1,MDH3,MDH1,MDH2,IDP3,PGI1,PGM2,SOL4,TKL1,NQM1,TPI1,TKL2,FBA1,GPM1,TFS1,GAD1,JEN1,DCS2,ENO2,ZWF1,PGK1,TAL1,ENO1,CDC19,HSP104,SIS1,HSP78,BTN2,YJL144W,HSP26,CUR1,HSP82,HSC82,AHA1,STI1,SBA1,CPR6,FES1
844,0.06536996335346454,,0.061092002357509646,0.057559564592655925,,0.05663274703563868,,,,0.051815824557812216,,,,,0.05125957854278565,0.05476125862866051,0.05189166656639514,0.045749960197479594,,0.04494775793209388,0.04625629375328464,0.04625629375328464,0.04180199079703793,,0.03601956788525904,0.03952500228694307,,,,,,,,,,0.04053198680854847,,,,,,,,,,,,,,,0.02415339400295442,0.023352105926981604,0.02339516026334861,0.022974255760994846,0.023299106313530566,0.022860809069561425,0.02315351201167139,,,0.022687145974183514,0.022653051627920084,,,,,,,,,,,,,,,,,,,,,,
845,0.07019980017420295,,0.06835650939255622,0.060625715020227885,,,,,,0.05427445675488289,,,,,0.05363925767870679,0.057548670361473146,0.054383406466740725,0.04754878588154782,,0.046558206984150315,0.0481670805377802,0.0481670805377802,0.04306832541930832,,0.03679959843953628,0.04035093349976789,,,,,,,,,,0.04150789229223541,,,,,,,,,,,,,,,0.02367943623563991,0.0234014262735811,0.023359919090859917,0.022529811389453484,0.023172800391238996,0.022396840290725813,0.023017208439031156,,0.021967499407081224,0.0226189424417486,0.02266039659974271,,,,,,,,,,,,,,,,,,,,,,
846,0.0717703451254508,,0.06897874372164053,0.06159666034166759,,,,,,0.05403407951247237,,,,,0.05779629629760595,0.05860213103404451,0.05860213103404451,0.05132053005809074,,0.045405880621095115,0.052364366408388076,0.052364366408388076,0.04668101834339122,,0.03521470058688525,0.037870138489441686,,,,,,,,,,,,,,,,,,,,,,,,,0.02331381434845128,0.02302040718799141,0.02291907392472105,0.022181940262951838,0.022815001205220443,0.02205102230195831,0.022661811667606918,,,0.02225211903194487,0.022293195299443586,0.02219095684999804,0.02169926993710567,,,,,,,,,,,,,,,,,,,,
847,0.07153716471825448,,0.06949367562672734,0.06138806336990381,,,,,,0.05388102957029484,,,,,0.057544691308394416,0.05834333434853966,0.05834333434853966,0.051097629116950004,,0.045304492863368434,0.05212791767545408,0.05212791767545408,0.04647952570849317,,0.035187597335362406,0.0385684382517694,,,,,,,,,,,,,,,,,,,,,,,,,0.023354161195272095,0.02321023656446694,0.023115058251728163,0.022220328290436384,0.02285448480687762,0.022089183763045805,0.022701030159715044,,,0.022438354689256212,0.022481622102834456,0.02223356223922305,0.02187716601963848,,,,,,,,,,,,,,,,,,,,
848,0.06901910741622418,,0.0672041023201652,0.059587690981532895,,,,,,0.05334584081500849,,,,,0.05272120632416981,0.05656324451190307,0.05345225564208314,0.046734942029979853,,0.0457621201914605,0.0473425516461041,0.0473425516461041,0.04233142851836516,,0.036174692916151406,0.039663556677272574,,,,,,,,,,0.040798607164000855,,,,,,,,,,,,,,,0.025133823048410695,0.02462284752103568,0.02452173122904128,0.023913588446177345,0.024596069719469985,0.023772450285930783,0.024430921336897313,,0.0233167393606542,0.02380367608692497,0.02384425416493233,,,,,,,,,,,,,,,,,,,,,,
849,0.07116481235432615,,0.06912855833276625,0.06104617517739628,,,,,,0.05358192998873923,,,,,0.05722452414505439,0.05801824701468233,0.05801824701468231,0.050813255826794995,,0.04505373687058182,0.05183762839109269,0.051837628391092704,0.046221147882502076,,0.034998404180521685,0.03835834793332742,,,,,,,,,,,,,,,,,,,,,,,,,0.024018928841645533,0.02343319387977888,0.02329832418082269,0.022853118348016736,0.023508071186390773,0.022722765114409987,0.023349955534255052,,0.022154437951435804,0.022646200614251568,0.022493541531099993,,,0.022218819314332738,,,,,,,,,,,,,,,,,,,
850,0.06811672750397595,,0.06589037454923469,0.05836653944168647,,,,,,0.04686879422456085,,,,,0.05477179321223225,0.05180272357623829,0.05552294989301852,0.04859139016563678,,0.04277617989239231,0.05131188929176915,0.05131188929176915,0.04455040869116151,,0.03331258096853989,0.03582439012569804,,,,,,,,,,,,,,,,,,,,,,,,,0.028230966301720475,,,0.026855473165032572,0.028206043021229154,0.02666305675072738,0.02801070048394998,0.025744950852872723,0.02617346497327257,,,,,0.025156372213248804,0.025971498929269247,0.025132012401510032,0.024836830079253327,,,,,,,,,,,,,,,,
851,0.06752965003547991,,0.06534002880958185,0.057928289910098775,,,,,,0.046448562617695956,,,,,0.05438431058741693,0.0514526376188401,0.05512778667699956,0.048269725690438185,,0.04239736860074936,0.05215355812909867,0.05215355812909867,0.04427880191479592,,0.03300068197109143,0.035394108992198074,,,,,,,,,,,,,,,,,,,,,,,,,0.02854126091826394,,,0.02715014002455228,0.02848753674677555,0.026957503843112525,0.028303394570804604,0.026029160120694752,0.026462445205096004,,,,,0.02543419547641667,0.026256184131073303,0.025410103170631308,0.025109006108995698,,,,,,,,,,,,,,,,
852,0.06992032799991002,,0.0673955837844424,0.05937638863044081,,,,,,,,,,,0.05571889808943155,0.05657102387664094,0.05657102387664094,0.04906661662211149,,0.04127038576631462,0.057540556137184506,0.057540556137184506,0.04906661662211149,,0.031012432799566236,0.03377034897526447,,,,,,,,,,,,,,,,,,,,,,,,,0.028190052590068026,,,0.026816072807641506,0.028138424114120354,0.026625755038696127,0.027956537142561504,0.0257088446046099,0.026136796449903646,,,,,0.025121194720171592,0.02593312538748552,0.02509730188636328,0.024800071696359196,0.024655064244775524,,,,,,,,,,,,,,,
853,0.06293766586430481,,0.05830852114971612,0.05523434276531352,,0.05477910501851878,,,,0.04252063909297804,,,,,0.04923482754992948,0.04954485471862926,0.0467849095429506,0.04386342988591316,,0.04275193381259112,0.04670078533513698,0.04670078533513698,0.04058532676252568,,0.034459184923720056,0.03696770610927657,,,,,,,,,,0.03855946339174357,,,,,,,,,,,,,,,0.029238235238236897,,,0.027932757180242847,0.029306552973280848,0.02760250970935998,0.029115049016075995,0.026761181139125928,0.027090660375153362,,,,,,0.027017488156235284,0.02600208495390421,,,,,,,,,,,,,,,,,
854,0.06509995091485649,,0.06032774147944625,0.05876633273472596,,0.05726318031411254,,,,,,,,,0.055208283698971204,0.05605304615391846,0.05605304615391846,0.048949602777879735,,0.04193390107501725,0.054894413707146476,0.054894413707146476,0.048949602777879735,,0.031125488870617928,0.034714118233336505,,,,,,,,,,,,,,,,,,,,,,,,,0.026757765896952054,,,0.025565049696284804,0.026819065511518768,0.025267193152168528,0.026643529854644115,0.02448902628488719,0.02462233368925745,,,,,,0.02480472146132734,0.023794377502302053,0.02365448166367305,,0.0233493326880111,,,,,,,,,,,,,,
855,0.06598137650465331,,0.06111101240957685,0.05958267335693359,,0.05803953910494298,,,,,,,,,0.056341860961326644,0.057201806852515066,0.057201806852515066,0.04994678953487133,,0.04225223500703485,0.056065649276362414,0.056065649276362414,0.04994678953487133,,0.03132361591940261,0.030256530301972014,,,,,,,,,,,,,,,,,,,,,,,,,0.026046265453881997,,,0.02488561319468361,0.026084437400934045,0.024612419291191918,0.025914359779480513,0.023856574141874753,0.023973401176007526,,,,,,0.024146312527357813,0.023393850200694566,0.02301890716461725,,0.02275052477593548,,,,,,,,,,,,,,
856,0.06370437539318236,,0.05906032993293293,0.05768824989456765,,0.05619126808895511,,,,,,,,,0.05462938349584261,0.055454742819454256,0.055454742819454256,0.04996860135067431,,0.04070783549904093,0.05790144455227939,0.05790144455227939,0.04841217332194135,,0.030080737627261156,0.028757166083983793,,,,,,,,,,,,,,,,,,,,,,,,,0.02730278837848814,,,0.025768233615206654,0.027809940151654257,0.026255955058956212,0.027630266983761025,0.024984384309172786,0.025102574348179953,,,,,,0.025704162712141845,0.02494707363318393,0.024696604531341964,,0.02388552084606371,,,,,,,,,,,,,,
857,0.04900232299471724,,0.045430056345201565,0.04437463261960022,,0.04322313265585219,,,,,,,,,0.04202170853325789,0.04265658681144046,0.042656586811440446,0.03843656778466827,,0.031313053322131794,0.04453862502064739,0.04453862502064739,0.03723934092997776,,0.023138536592388383,0.02212042629980657,,,,,,,,,,,,,,,,,,,,,,,,,0.019117858313492046,,,0.018047512326989004,0.019532976726671616,,0.019404522476584824,,,,,,,,,,,,,0.06771540953293795,0.06015342260088777,0.06015342260088777,0.06015342260088775,0.04167708369296125,0.04167708369296125,0.04167708369296125,,,,,,,
858,0.0514091680600915,,0.04744862638644124,0.047382365439784954,,0.046249491764212995,,,,,,,,,0.04453437200962727,0.045400528463342964,0.045400528463342964,0.04384687003092635,,0.03578784578053783,0.047886429460641526,0.047886429460641526,,,0.02529384898585326,0.02401130615012983,0.018386308391831304,,,,,,,,,,,,,,,,,,,,,,,,0.019071845800202724,,,,0.0192205385419096,0.017663379833622178,0.01909083206988255,,,,,,,,,,,,,0.06423577964100491,0.057062373623589374,0.057062373623589374,0.05706237362358939,0.03953546146506818,0.03953546146506818,0.03953546146506818,,,,,,,
859,0.046598979239267806,,0.04372912662610902,0.04340201060429163,,0.04278400916421161,,,,,,,,,0.04110246763155385,0.041820147504372455,0.041820147504372455,0.037587673511354655,,0.030350695660926828,0.04346934269023351,0.04346934269023351,0.03651520839250772,,0.021159600584658038,0.020258360080292585,,,,,,,,,,,,,,,,,,,,,,,,,0.02022092068446999,,,,0.020380385948090444,0.01872739873438351,0.020242795143689565,,,,,,,,,,,,,0.070102180847857,0.062273655861651955,0.06227365586165193,0.062273655861651955,0.04314607972405599,0.04314607972405599,0.04314607972405599,,,,,,,
860,0.045959803319738916,,0.043228449718781786,0.04287108905531357,,0.042376806836937425,,,,,0.03404222564904592,,,,0.04081527671701604,0.03889830418062976,0.03889830418062976,0.03767330263984291,,0.031134679709339474,0.04059118281829457,0.04312901616988113,0.03376872964242078,,0.022806331090719816,0.019248409827196236,,,,,,,,,,,,,,,,,,,,,,,,,0.02023115556742745,,,,0.02039070154489542,,0.020253041098473742,,,,,,,,,,,,,0.06961624337452003,0.061841984512503126,0.061841984512503126,0.06184198451250314,0.04284699777379531,0.04284699777379531,0.04284699777379531,,,,,,,
861,0.06101086527203152,,0.05767511381296736,0.05681325668660384,,0.05656110136806624,,,,,0.046216475966477814,,,,0.05123368035938632,0.04863235421313404,0.04863235421313404,0.04330590348199316,0.03761082965029487,0.043524530812994164,0.05049298132934072,0.05070527298202247,0.04229979805604537,,0.03297651999087148,0.028346531024719974,,,,,,,,,,,,,,,,,,,,,,,,,0.02877282045624521,,,0.026594856987469946,0.02887641129040034,0.027180540141221374,0.02868542561330574,0.026350713819886063,0.026656305430269464,,,,,,0.02540801608701094,,0.025437340954107438,,,,,,,,,,,,,,,,
862,0.0636245284485069,,0.05920487775787706,0.05905078556152617,,0.05765903787252424,,,,,,,,,0.05539312080473054,0.05650020831180024,0.05650020831180024,0.049657779866430635,,0.045127682269563485,0.05906213432416462,0.05490510559152942,,,0.03190297228232494,0.030468136332126795,,,,,,,,,,,,,,,,,,,,,,,,,0.0247781718476416,,,,0.02461504833799217,,,,,,,,,,,,,,,0.025994497862629612,0.024875854394008776,0.024499822003260403,,,,,0.031542550259858484,0.029682129580567207,0.028914652126085922,0.027839653274795317,0.026745064311039346,0.026303534295326746,0.025152443971889222
863,0.06348587205141414,,0.059042906106306706,0.058869710194672416,,0.057470681124603115,,,,,,,,,0.055593447830565065,0.05291186343707,0.05631218925628501,0.04982254795538129,,0.0402378639366967,0.059371350824490306,0.05516105478349866,,,0.03173264360247632,0.03026460621891771,,,,,,,,,,,,,,,,,,,,,,,,,0.02525997982311778,,,,0.025099906097881826,,,,,,,,,,,,,,,0.026742424216175103,0.025591594592821655,0.025204742814974,,,,,0.032450107879245974,0.030536158270022058,0.029746598580408096,0.028640669338572514,0.027514586328014047,0.027060352395635003,0.02587614234075433
864,0.064167268583376,,0.05967846747190957,0.05950764038795352,,0.05809160776229044,,,,,,,,,0.0562001005072992,0.05391335275738543,0.05692597425825458,0.050370991975930035,,0.040642607333312486,0.06001384267539487,0.05575946894561454,,,0.03204840670638833,0.030566626912668843,,,,,,,,,,,,,,,,,,,,,,,,,0.025732450251633794,,,,0.02527857621880187,,0.025185764993971082,,,,,,,,,,,,,0.02509208040941318,0.02415254099348015,,,,,,0.031484965556794454,0.030793648861727772,0.028701546577990213,0.027525442729729677,0.02768331668414865,0.02588661580722151,0.024596694637309745
