threshold,PDX1,IRC15,PDA1,HSP82,HSC82,PGI1,AHA1,TAL1,TKL1,TPI1,ZWF1,PGK1,STI1,NQM1,TKL2,SSE1,FBA1,GPM1,ENO2,SBA1,HSP104,CDC19,ENO1,PYK2,FES1,PFK1,MAE1,PKP1,ERR3,TDH1,ERR1,TDH3,TDH2,MLS1,PTC5,AIM22,GPM2,KGD2,PKP2,PYC2,ILV2,CPR6,PYC1,LPD1,PTC6,LSC1,YMR31,KGD1,HSP78,SIS1,BTN2,CUR1,HSP26,YJL144W,MDH1,MBF1,CIT3,IDH1,IDH2,ACO1,CIT1,FUM1,ICL2,NCE103,SIP5,CYT1,MDH3,IDP3,ATP2,ATP18,ATP6,ATP15,ATP16,MDH2,ATP4,CIT2,IDP1,TOM40,TOM22,TOM70,PTC7,ACS1,TIM8,TOM7,TIM54,TOM20,TIM22
820,0.11343599188856437,0.09711452007664535,0.13180019601705498,,,0.021873497548634872,,0.02094510199912457,0.02082767616466871,0.020475649534391304,0.020461437576030157,0.020331979859155438,,0.02051798680841398,0.02051798680841398,,0.020077815973324042,0.01977867705022467,0.01991290302449823,,,0.019369887568192985,0.019347555259301017,0.018438086780897332,,0.018821025130146423,0.05128283142290475,0.02899248769787493,0.018558927896782453,0.017574778251670833,,,,,,0.09711452007664535,,0.11343599188856442,0.02899248769787493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,0.08192267703433587,0.07106751712293452,0.11867398520083822,0.02671620753967454,0.025962000783356875,0.02206440542968255,0.02341479672310291,0.021473085957845355,0.021339411953619727,0.02097899863903993,,0.02078285871452437,0.022546331659445498,0.02128234996464293,0.02120858687855359,,,,,0.022398583155472686,0.022267531400852116,,,,0.020965418554322438,,0.06494690963863334,0.022882239616003133,,,,,,,,0.07106751712293452,,0.08192267703433585,0.022882239616003133,0.06494690963863334,0.06494690963863334,0.02133985098257931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,0.10028707764563288,0.08633567795920863,0.12798746721460116,,,0.02219593803266291,,0.021647720063615032,0.021512472345710812,0.021098770737909466,0.02088563934838072,0.020889771284535792,,0.021621500919572614,0.021545988553108113,,0.020341697385525187,0.020074188703424128,0.020171141253385934,,,0.019164211167761465,0.019598548010979547,0.01872471500495736,,0.019069333605301463,0.0590602814301114,0.02664856525959167,0.018807691779479056,,,,,,,0.08633567795920863,,0.10028707764563288,0.02664856525959167,0.0590602814301114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,0.08475876989250486,0.07352781364956877,0.12278237684601705,,,0.02244966028180565,,0.021874749066727716,0.021737524259240675,0.021335706702858254,0.021101049492148322,0.02112610114474866,,0.021852936559659395,0.021775969917900727,,0.02057965949469058,0.020307324360605315,0.020406103110052053,,,0.019381411366019723,0.019824445130166655,0.018935278722419797,,,0.06719531598049487,0.02367440313779159,0.0190217822437245,,,,,,,0.07352781364956877,,0.08475876989250486,0.02367440313779159,0.06719531598049486,,,0.06719531598049486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,0.08039563008019306,0.060421104655898755,0.11288651476733623,,,0.023465453311457746,,0.022870494482676928,0.022719382850884415,0.022241349908382703,0.022664961180319167,0.02206772560289418,,0.02288345446523071,0.022798230757343566,,0.021440596275752278,0.02175382268957509,0.021288939126907366,,,0.020101138876835605,0.021288939126907366,,,,0.05093407795551118,0.0269553092701458,,,,,,,0.0269553092701458,0.07201640234194011,,0.08039563008019306,,0.050934077955511164,,,0.050934077955511164,0.07201640234194011,0.027570974670506444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0.08077418173806893,0.06070560406607028,0.11341805332576758,,,0.023161709016243273,,0.022578325937493607,0.02242932096520891,0.02195213772362315,0.022375135841920062,0.021767243967216292,,0.022776989129686783,0.022692258641159133,,0.021162017096275423,0.021470694724130854,0.021011770475176713,,,0.019840627948497908,0.021011770475176713,,,,0.051173906658056406,0.027082231305617047,,,,,,,0.027082231305617047,0.0723554994853247,,0.08077418173806893,,0.051173906658056406,,,0.051173906658056406,0.0723554994853247,0.027700795634162848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,0.08272412379651775,0.06211729684518056,0.11454104135041772,,,0.02299510663001369,,0.022452746301741572,0.022310215203527294,0.021841386909019635,0.021654274132640684,0.02161852444621128,,0.022617455547294146,0.022536758854535113,,0.02109428081013854,0.02077830423152571,0.020913715377062343,,,0.01982268110778625,0.02031472437316418,,,,0.05228217807977606,0.022692593914719256,,,,,,,0.025933172713575498,0.0740851355808513,,0.08272412379651775,,0.05228217807977606,,,0.05228217807977606,0.0740851355808513,0.02330066825738038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0.08614450499747765,0.06468565084680546,0.11927695158546607,,,0.02071765735170213,,0.019791282116829692,0.019677058242353104,0.01929363301208114,0.01969092465781843,0.019113841326445682,,0.019640008286214372,0.019757528649571428,,0.01896988639209618,0.01921807003471113,0.018803677502375677,,,0.01774248995524542,0.018803677502375677,,,,0.05444388098870225,0.02363086098924087,,,,,,,0.02700542748473444,0.07714832190887591,,0.08614450499747765,,0.05444388098870226,,,0.05444388098870225,0.07714832190887591,0.02426407728511917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,0.08352832083435928,0.06272116599276435,0.1156545444247068,,,0.022429702565229293,,0.02184844267902181,0.021711214402539272,0.02145016746904015,0.021116658683183888,0.021048059555589027,,0.021836201389086596,0.02193244201852669,,0.020572531163535992,0.020430959330552095,0.020428856542574876,,,0.01931110721726221,0.01984363610618173,,,,0.05279043577794258,0.022913198449039232,,,,,,,0.026185280317995586,0.07480534927243129,,0.08352832083435931,,0.05279043577794258,,,0.05279043577794258,0.07480534927243129,0.02352718414576145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,0.08209754396984545,0.06173843998954935,0.11643106980329795,,,0.02302933743363654,,0.022430675860791637,0.02229024327320199,0.022200370342591206,0.02168106880659829,0.02161256370283059,,0.02241542947678605,0.022513999697014328,,0.021126560665613282,0.021174391420373938,0.020979483520131067,,,0.019815264847457378,0.020379980261398423,,,,0.052102578645230074,0.022903877439125093,,,,,,,0.02615770462807027,0.07355310334818341,,0.08209754396984545,,0.052102578645230074,,,0.052102578645230074,0.07355310334818341,0.023510508259784624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0.09904856036783262,0.07304216494611941,0.12004638392359632,,,0.02217833331716793,,0.021584114958626714,0.021450346298319614,0.021374904965945057,0.020907957654761746,0.02077007576154128,,0.021620599875367602,0.021497471948875413,,0.02037164046495405,0.020387811734167417,0.02019718795651813,,,0.019072103400209758,0.019618215921862924,0.01862861386917004,,,0.03882827408799539,0.025882687778888993,,,,,,,0.029811880544383496,0.08829117467831323,,0.09904856036783262,0.021371187498065432,,,,,0.08829117467831323,0.02667857300117154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0.09916703065913993,0.07312952943205185,0.120189969353016,,,0.022113280029163882,,0.021520804626572635,0.021387428335297977,0.021312208286761673,0.020846630621235804,0.0207091531619456,,0.021557182526083577,0.021434415757319015,,0.020311886552190208,0.02032801038798202,0.0201379457462845,,,0.019016161277887324,0.019560671947199033,0.018573972586355104,,,0.038874715923445415,0.02591364561966521,,,,,,,0.02984753802551594,0.08839677824433335,,0.09916703065913995,0.02139674921041215,,,,,0.08839677824433335,0.02671048278666842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0.09100834972028402,0.06766618520260528,0.11781340074987696,,,0.023173785635559805,,0.022553026763814155,0.022413261182187862,0.02233414826964213,0.02184655617380817,0.021701710644715676,,0.02259855764733175,0.022469851966394623,,0.021285886220284912,0.02130275027528033,0.021103584372188115,,,0.019928061167281488,0.020498638936168212,,,,0.04463676813266761,0.024454604833299004,,,,,,,0.028067038839625833,0.08129372558955644,,0.09100834972028402,0.019749546661349933,0.04463676813266761,,,,0.08129372558955646,0.025161717573569557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,0.08984004343924962,0.066797530519504,0.11630098857550884,,,0.02404711233225144,,0.02293602172885246,0.02282593447303079,0.022365945586744696,0.022896258666588797,0.02210372357626888,,0.023111619649641778,0.02296989303247569,,0.02203187423847934,0.022282940868580185,0.02187320805299051,,,0.020550384496481486,0.02187320805299051,0.02003939760385254,,,0.044063750198217025,0.02414067244671282,,,,,,,0.027706732363712835,0.08025012936451907,,0.08984004343924962,,0.044063750198217025,,,,0.08025012936451907,0.024838707731360935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0.09796694828432169,0.07224074747840244,0.1186353157967333,,,0.02287216389532114,,0.0222796178979654,0.02215995660419125,0.021697090117818268,0.021597440444274148,0.021405118193561338,,0.02236420155488597,0.022234460375560434,,0.02102271568434993,0.020637140567462128,0.020839592433979804,,,0.019669524515813837,0.020236765325593785,0.01920921678581572,,,0.03839409180210892,0.025584585792407796,,,,,,,0.029469186410762172,0.08732588286502269,,0.09796694828432169,0.02049380193282071,,,,,0.08732588286502269,0.026371604091482797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0.09768907127171607,0.07203584119675083,0.11829881427534827,,,0.02284233578158896,,0.022226659379456,0.022109180254792474,0.022079250653741073,0.021550630664971815,0.021784330090603644,,0.022275244026770138,0.022148279426435123,,0.021412767212419023,0.021031218401284416,0.021233022187723685,,,0.02007636348586353,0.020242725877917454,0.019203537055731093,,,0.03828518940473391,0.02551201674342493,,,,,,,0.02938559893940423,0.08707818855710919,,0.09768907127171607,0.020435672568195652,,,,,0.08707818855710919,0.026296802715193197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0.09726907233802948,0.07172613432682164,0.11779020696436424,,,0.0235123678479632,,0.02173853204452374,0.022369574849796785,0.02193052352186846,0.02180695341879746,0.0216301080218901,,0.02261868802768492,0.022484489538098746,,0.021620326377117756,0.021220385753897484,0.021434071590466546,,,0.020265344184220623,0.020808580147219605,0.019784213356383945,,,0.03812058820096923,0.025402331804373467,,,,,,,0.029259260137533924,0.0867038094595782,,0.09726907233802945,0.020347812579600433,,,,,0.0867038094595782,0.026183743711192354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,0.09747737900941554,0.07187387360003826,0.11788746936154608,,,0.023197733444153046,,0.02184518167697148,0.02243987845960535,0.022425719419084156,0.021046797693875043,0.0221339129158765,,0.022437544840441515,0.022307576738994202,,0.021742643987454516,0.021351236832709987,0.021561237613112544,,,0.02042586635516453,0.020543682571405594,0.01952458804426229,,,0.0381865044598629,0.025408052323721377,,,,,,,0.02915166227329261,0.08688770909103177,,0.09747737900941554,0.02037060886381198,,,,,0.08688770909103177,0.025408052323721377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,0.09745658402091054,0.07185854064391542,0.1178623202593116,,,0.023592665895968108,,0.020805597637724094,0.022408649869669624,0.022436631115654568,0.021046786628448562,0.021184719822022968,,0.022495991986209222,0.022361857637421073,,0.022125794144371425,0.02177197963230618,0.021360101306636674,,,0.02076625441570208,0.020940528491783558,0.019834737513326792,,,0.038178358078319215,0.02540263198762519,,,,,,,0.029145443307538346,0.0868691732119372,,0.09745658402091052,0.0203662631727248,,,,,0.0868691732119372,0.02540263198762519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,0.07942502621518982,0.059766961299059757,0.11312993790027787,,,0.024982574317349543,,0.022031312251581635,0.0237288046712923,0.023758434368944672,0.02228671034486495,0.02243276955981322,,0.023821292350603613,0.02367925578076934,,0.0234292851422357,0.023054626450369212,0.02261848324696367,,,0.021989651212834124,0.02217419225098942,,,,0.0511679416596274,0.022170410685753764,,,,,,,0.025232267912687602,0.07117092697197261,,0.07942502621518982,,0.0511679416596274,,,0.05401482987427622,0.07117092697197261,0.022170410685753764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0.0974513119511264,0.07185465334122912,0.11785594430858884,,,0.023459777192398848,,0.020625794474697385,0.022260260647051118,0.02226620951927809,0.02148833969363775,0.021045653297466205,,0.022378683836195224,0.022239958652369288,,0.021973899518106535,0.022183671653758213,0.02178593985088064,,,0.02054051751811169,0.021349513727628056,0.01957177468867489,,,0.03817629275897671,0.025401257791618982,,,,,,,0.029143866638167558,0.08686447388507419,,0.09745131195112636,0.020365161427144778,,,,,0.08686447388507422,0.025401257791618982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0.09221402395590425,0.060421401184869224,0.108927794809048,,,0.02323251212675027,,0.020425983432294775,0.022044615819915,0.022050507062829214,0.021280172800529493,0.020841774900027057,,0.022161891792116924,0.022024510499486144,,0.021761028795781182,0.02196876877751302,0.021574889975606013,,,0.020341532590679303,0.021142691702035817,0.01938217439439239,,,0.044343259463705584,0.020376650268292478,,,,,,,0.023101037458837143,0.07340635505309445,,0.09221402395590425,,,,,,0.0841357248445278,0.020376650268292478,0.08025002406756776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,0.09252304955774822,0.06062388405097146,0.10929283123088877,,,0.023061539689039748,,0.02032272252990019,0.021930450605327976,0.021883415539344114,0.02117163779862244,0.020676952078609524,,0.022054345486282528,0.021916919442503187,,0.021129758134921607,0.02184715205227893,0.021408270888961255,,,0.0202310020260162,0.020978012093131524,0.01927583276224195,,,0.04449186161612925,0.02044493604894266,,,,,,,0.02317845314571088,0.07365235281001158,,0.09252304955774823,,,,,,0.08441767862868423,0.02044493604894266,0.08051895617704097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
