threshold,PDA1,PDB1,KGD2,PDX1,AIM22,LPD1,IRC15,PYC1,PYC2,MAE1,PTC6,PKP1,PGI1,NQM1,TAL1,TKL2,TKL1,ZWF1,TPI1,PGK1,GPM1,FBA1,ENO1,ENO2,CDC19,PKP2,PYK2,PFK1,LSC1,YMR31,KGD1,HSP104,BTN2,SIS1,HSP78,HSP26,CUR1,YJL144W,MDH1,HSP82,HSC82,AHA1,STI1,SBA1,CPR6,FES1,CDC42,BNI1,BEM1,CDC24,CLA4,HOG1,KSS1,FUS3,STE11,PBS2,RGA1,STE7,RSR1,SPA2,BOI2,BUD6,GIC2,BEM3,STE12,ACT1,GPA1,SHO1,STE20,SLT2,RHO3
824,0.10219939355881048,0.09196909683732447,0.07278446549535611,0.07278446549535611,0.06519851074154347,0.06519851074154347,0.05470095579364111,0.046112078925095966,0.046112078925095966,0.046112078925095966,0.02496079267712849,0.024403413164777683,0.02345563499160714,0.022873879662978044,0.02286092510308763,0.02278869161404927,0.022709876698811512,0.02265547779914105,0.02223204377291576,0.022058492114605296,0.021744720543270712,0.02143162518837422,0.021280031495298734,0.021280031495298734,0.02009272823979252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0.10268040833618881,0.0924019613886727,0.0731270350767177,0.0731270350767177,0.06550537603729198,0.06550537603729198,0.05495841297765384,0.04632911143973456,0.04632911143973455,0.04632911143973455,0.025078273903921353,0.024518271012187242,0.023151972174818732,0.022767414018837723,0.022568834341725307,0.022682719149759827,0.022419892008936935,0.022365729664276062,0.02194290936815962,0.021758093338365477,0.02146166876021528,0.021153120895889454,0.02100293743625794,0.02100293743625794,0.019832287240652793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,0.10326852197935871,0.09424970808570417,0.07458285602947096,0.07458285602947097,0.06679407103231311,0.06679407103231311,0.056004043257561004,0.047136844510104595,0.047136844510104595,0.047136844510104595,0.02100754056102578,0.020459309657239303,0.022986620248446592,0.022609108538474428,0.02244446007913727,0.022528441626961326,0.022301981582257012,0.021646282587491322,0.02183332630959529,0.02161054609454194,0.020770635964495552,0.021086495931437223,0.02030722719103605,0.02090599713632829,0.019815365515026877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0.10753670823184783,0.09814513818039386,0.0776654364196502,0.07766543641965018,0.06955473352910845,0.06955473352910845,0.05831874364189988,0.04908505513486747,0.04908505513486747,0.04908505513486748,0.021875802196832866,0.021304912388262227,0.02070969545479295,0.01963246053510449,0.01978367623044786,0.01974993573481192,0.01966949625276412,0.01968335733929826,0.019286218374680877,0.01910649578386835,0.019210684436532132,0.018962596172103212,0.018796451157270824,0.018796451157270834,0.017735671429697966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,0.1042720659123493,0.09516560889383667,0.07530763809508868,0.07530763809508868,0.06744316316086724,0.06744316316086724,0.05654827994030644,0.04759491143526009,0.04759491143526009,0.04759491143526009,0.021211687860444722,0.020658129352594316,0.022421344405655453,0.02182806439060587,0.021840301118971242,0.02192426915712999,0.02170312397895962,0.021108789813660222,0.021442174321468506,0.021040216248707284,0.020423345978665915,0.02056486505660467,0.019836241613249053,0.02042124397426741,0.019303911164831287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,0.1051844898299162,0.09371052371849274,0.07416738756541685,0.07416738756541685,0.0664482913723655,0.0664482913723655,0.055774857382712976,0.04706976550915773,0.04706976550915773,0.04706976550915773,0.02123952670988366,0.02069149298062243,0.02297284414429046,0.022360442165627062,0.022375651148713687,0.022458770583155263,0.022235563056436907,0.021627882956290912,0.022145910593196844,0.02155954590245778,0.021122448500839868,0.021074735079748764,0.020329986112626566,0.020928018729350642,0.01976665600259927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0.1086228363240325,0.09479748853074588,0.08962315406196386,0.08962315406196386,0.07988943525398337,0.07988943525398338,0.0660915128667678,,,0.035133396968369465,0.024139854727397565,0.023419705503346502,0.022160962668211413,0.021603666057785673,0.02156720971698292,0.02148063456829609,0.021433545827778604,0.02089158199714922,0.021358163583022706,0.020753808096622813,0.020371843468402765,0.020355684864949108,0.019602850423605767,0.02018136899226667,0.019057165631519504,0.01933751709780803,0.018614023453044533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0.10875265636343175,0.09491078527489734,0.08973026672616183,0.08973026672616186,0.0799849147128452,0.0799849147128452,0.06617050180771869,,,0.03517538647198597,0.02416870535400479,0.023447695447211467,0.02209593963208896,0.021540278199618852,0.021503928826279575,0.021417607699906874,0.021370657123643416,0.02083028348267609,0.021295496059821634,0.020692913828005095,0.02031206993177625,0.020295958739686076,0.019545333208750036,0.020122154331575635,0.019001249524092115,0.019360628234623062,0.01855940758019223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0.10639931098669043,0.0937662493238818,0.08219120781371803,0.08219120781371803,0.07341776347355733,0.07341776347355733,0.06111049708122874,,0.0403122339543658,0.040312233954365784,0.02272398043031872,0.022085374737962658,0.023127668218438865,0.02255358497321871,0.022508144699270916,0.022425135425382447,0.022368657260703695,0.021803080034019536,0.02228970178826053,0.021658522757428734,0.02126035634639368,0.021243525852020204,0.0204578452437997,0.021061586797059707,0.01988840296366659,,0.019425964596971934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,0.10500664014997772,0.09253893384890058,0.081115399172714,0.081115399172714,0.07245679129114269,0.0724567912911427,0.060310615894848776,,0.0397845832386764,0.0397845832386764,0.022426544060234574,0.021796297139337232,0.023993136705632596,0.02305974380960203,0.02288454003209596,0.022918335308925952,0.022774699875740288,0.02284486622113917,0.0223157434705285,0.022054110037888274,0.02223292506295353,0.021982421971563502,0.02182411192475223,0.02182411192475223,0.020504257549298383,,0.01999441760676235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0.10727780876894821,0.09370216178481676,0.08858811959273506,0.08858811959273506,0.07896577254132812,0.07896577254132812,0.06532480687784649,,,0.034718447964189575,0.02384692856133827,0.023135255161062667,0.022853832541162543,0.022346277317325716,0.022261761451672208,0.022216640121668622,0.022142196062840205,0.021580130742773432,0.02167970055008952,0.021387962632583,0.020620600517544063,0.021005866607526718,0.020220546164437643,0.020822890124955765,0.01965375998117334,,0.019193821174030942,0.018900820623887937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0.10697323780821041,0.09343613325789674,0.0883366102731103,0.0883366102731103,0.07874158189571087,0.07874158189571087,0.06513934411141686,,,0.03461987929306251,0.02377922507236959,0.023069572174318455,0.022823967678290202,0.022257331936377953,0.022208786357214693,0.022130469431507982,0.022091401700503912,0.02153330125461763,0.022061496166606107,0.02176681275659611,0.02101430666354503,0.021395548661574195,0.020226448187074926,0.021215948174425833,0.02006021957125263,,0.0191880950030569,0.01885209040243895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0.10644488581907063,0.09297464244135392,0.08790030653296042,0.08790030653296044,0.07835266900240198,0.07835266900240198,0.06481761409054723,,,0.03444888809504845,0.023661776997275202,0.022955629148972638,0.02347836587269758,0.022585978430938593,0.02170709526905015,0.022451974010012504,0.02233722550345857,0.02177541769702077,0.021898809101475993,0.021598828041808602,0.021189698286084944,0.021589060542580668,0.02077848820445767,0.021403075104839353,0.020236037832084722,,0.019755602782683183,0.019404955657813715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,0.10657959238101057,0.09321387624773111,0.08812725709914697,0.08812725709914697,0.0785533582830702,0.07855335828307018,0.0649796640187704,,,0.034523619022696544,0.02297088803859702,0.02297088803859702,0.023197733444153035,0.022437544840441512,0.02184518167697148,0.022307576738994202,0.022439878459605347,0.021046797693875036,0.022425719419084153,0.02213391291587649,0.021351236832709976,0.021742643987454513,0.020543682571405587,0.02156123761311253,0.020425866355164524,0.018416640895052353,0.01952458804426228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,0.10655081333393544,0.0931887062646916,0.0881034606253193,0.0881034606253193,0.07853214699162656,0.07853214699162656,0.0649621179504477,,,0.03451429681724557,0.022964685347692963,0.022964685347692963,0.023591328081843003,0.022494716358606566,0.020804417863360156,0.022360589615861202,0.022407379194772085,0.02104559317754464,0.022435358854089964,0.021183518549664045,0.02177074505957871,0.022124539508711943,0.02093934106621127,0.021358890089330094,0.02076507687228222,,0.01983361279125723,0.018468372621288955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,0.10214452370762368,0.09120873095775091,0.07171250708514854,0.07171250708514854,0.06425991715641485,0.06425991715641485,0.05396332667243021,0.04876975249044769,0.04619930963392918,0.04619930963392918,,0.020017566365986377,0.024870654104856622,0.02371457460134893,0.02193261348990188,0.02357317434556603,0.023622501260471676,0.022186867417315518,0.02365199821911904,0.022332272297039327,0.022951343311550392,0.023324323558278553,0.022074853396751883,0.022517153999660693,0.02189113908973892,,0.02090916296317654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0.10655109124905902,0.09318894932760226,0.08810369042444877,0.08810369042444877,0.07853235182602111,0.0785323518260211,0.06496228739030908,,,0.034514386840444514,0.02296474524618803,0.02296474524618803,0.023459777188216492,0.0223786838322056,0.020625794471020267,0.02223995864840439,0.022260260643082612,0.021488339689806853,0.022266209515308524,0.02104565329371424,0.022183671649803356,0.02197389951418908,0.02134951372382191,0.021785939846996696,0.020540517514449776,0.01841171598306379,0.019571774685185683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0.09844509273628729,0.08869790145333686,0.08333977710499978,0.08333977710499978,0.06634207038986574,0.07603889575910416,0.05460672781752475,,,0.040075871340150705,0.01841569664412522,0.01841569664412522,0.023195547068417692,0.022126630188964123,0.02039348381860876,0.021989467482574396,0.02200954081359384,0.021246314093188355,0.02201542268300006,0.020808613723967802,0.021933814450795137,0.021726405002433988,0.02110905173973602,0.021540562346199596,0.020309167346030506,,0.019351335576653174,,0.07252713667131697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,0.09877447308380118,0.08899466937535724,0.08361861766456029,0.08361861766456029,0.06656403954640197,0.07629330882544967,0.05478943253631977,,,0.040209958312513075,0.018477312397554405,0.018477312397554405,0.023024723898234185,0.022019137595537825,0.020290279028236862,0.021881930940773574,0.021895440502245345,0.021137839075782795,0.021848480523752305,0.020643943079536296,0.021812274928266418,0.0210960262694106,0.02094452247729705,0.021374094401476702,0.0201987049483527,,0.019245060531239738,,0.07276979999578535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,0.0988731034826089,0.08908353423545937,0.08370211431456023,0.08370211431456023,0.06663050649440729,0.07636949085144165,0.05484414205197491,,,0.040250109619835564,0.018495762758601833,0.018495762758601833,0.02294351588952654,0.022122142312638232,0.020223506841151418,0.021984509756048255,0.021821192083727896,0.02106701443820137,0.021769366998557967,0.020555540150556318,0.02173324847997513,0.021020735484719322,0.02086921641350739,0.021296506506433156,0.02012649719522697,,0.019177902915275262,,0.07284246365240292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,0.09501326239187191,0.08624487040592897,0.07940575888193792,0.07645614509273793,0.06116977922056785,0.07287587569934728,0.05029700718097842,,0.03332086952967208,0.04207735221925152,,,0.02425812248285267,0.02340013062451996,0.02138451319983764,0.02325390502960468,0.023073871528549027,0.022275633175437123,0.02295993293525114,0.021675619825071265,0.02251937224203346,0.02216610794167563,0.022058011054544514,0.022458288949134084,0.02121850576883581,,0.020269702845264026,,0.06744758601992056,0.022719775755174376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,0.09531034378031315,0.08651453534744474,0.07965403972721176,0.07669520327437722,0.06136104097165415,0.07310373932376785,0.050454272644258,,0.03342505509213722,0.042208916991416365,,,0.0240557778203731,0.023541089920396746,0.021168330337712597,0.0233830251170077,0.022887881777518097,0.02204945932248577,0.02275279734494579,0.021468417047925813,0.022316632868588367,0.021967436375665728,0.021859248815036435,0.022254749446204532,0.021028125308025575,,0.02009059003393075,,0.0676584768155567,0.02279081449604597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,0.09395595538907668,0.0858440940741475,0.07258621121894275,0.07004579013222605,0.05622098716348294,0.06670560568386714,0.04658366383058215,0.04021039158481718,0.03849587456300685,0.04644007199667433,,,0.024764493136703942,0.024234641844358112,0.021791977597988763,0.02407192024092829,0.023562189317902795,0.022699065818494603,0.023423125117680625,0.022100905263141936,0.02297411065380078,0.022614626366203972,0.022503251455665365,0.022910404063211872,0.021647641941027584,,0.020682485626644098,,0.06293051591942352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,0.09407947092949162,0.08595694567176143,0.07268163385679742,0.07013787310436066,0.05629489589639299,0.06679329761250147,0.046644903231413265,0.040263252611309114,0.03854648166641723,0.046501122630088945,,,0.024695306230362275,0.02416693523367749,0.021731095289404895,0.024004668240979028,0.023496361401436124,0.022635649291769894,0.023357685718020785,0.022039159874126045,0.022909925708309943,0.022551445745962195,0.022440381994043374,0.0228463971008476,0.021587162876617744,,0.020624703010700206,,0.06301324507320831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,0.10190652586449746,0.0902328939302823,0.08312177153250402,0.07941079700238064,0.07107564333382192,0.07478661786394533,0.05869844883542163,,0.038105870344380455,0.03810587034438045,0.02079631688468647,0.02079631688468647,0.024560180006832584,0.024034700117337913,0.021612188448881058,0.023873321006965036,0.023367795488819048,0.02251179296954382,0.023229878602286824,0.021918567385181883,0.022784568617637235,0.022428050163402456,0.022317594123136525,0.02272138762201386,0.021469043596418193,,,,,0.026133859030556518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,0.09953634448790052,0.08910090256830593,0.07357568933945458,0.07053671397264259,0.06330978488133408,0.06634876024814608,0.052784767405235904,0.046807798203420826,0.04439115935872715,0.04439115935872715,,,0.025317518918251136,0.02477904160160159,0.022284451808178656,0.024612377382701164,0.024088678555629846,0.02320606129552371,0.02395127773814743,0.022592627944999798,0.02335222380883952,0.023118027459892904,0.02300317369001892,0.02342008596805037,0.02214143695160011,,0.021153482316321727,,,0.022196454736348376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
