threshold,FAS1,FAS2,HTD2,ETR1,OAR1,MLS1,ACS1,DAL7,RIP1,CYT1,QCR2,MRPS9,MRPS5,MRPS28,LSC1,MRPS16,SHM1,SHM2,MIS1,ADE3,GCV1,YND1,ADE12,GUA1,YTM1,NOP7,PWP2,RPS8A,RPS8B,RPS13,RPF2,RPS2,RPS20,ADE13,PDA1,PDB1,PDX1,IRC15,MAE1,PGI1,TAL1,TKL1,ACS2,RPS3,RPS5,RPL5,CEM1,SDH2,SDH1,SDH4,GDH2,IDH1,KGD1,SDH3,GDH3,KGD2,HSP82,HSC82,AHA1,SOL4,PGM2,GAD1,NQM1,LPD1,TKL2,TPI1,ASC1,HSP104,BTN2,HSP78,TFS1,SIS1,MDH1,DCS2,CIT3,IDH2,MRP17,ATP6,ATP15,ATP16,AMD1,APT1,HPT1,APT2,HAM1,MCM4,MCM5,MCM3,RAD51,SGS1,RAD52,RPS15,MCM7,ERB1
810,,,,,,0.019475066197885138,0.019016986190402856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22626125898258517,0.19715397481449784,0.17661446740844355,0.1475075878113887,0.10408983775869708,0.028688227804788944,0.027399691458122787,0.027246946500081047,0.018053441641594364,0.002836085459565432,0.0028348224281505648,0.002821605543796523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,0.020183745698075246,0.019708996586239175,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22649789849765037,0.19736017193902133,0.17679918290993488,0.14766186134546644,0.10419870203728013,0.027702758347585114,0.026459263337403706,0.026310754399596053,0.018710389549718327,0.0028078141699588856,0.0028035231655581896,0.002794938016512263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,,,,0.002183313912425418,0.0021906652282973585,0.0021593072278123324,,,,,,,,0.23356867956762792,0.20352133536247988,0.1823184761307505,0.15227154956281652,0.10745156316653726,0.03521326984747389,0.03369528784304543,0.03350548878003222,,0.0039858698879139745,0.003967828928074784,0.00396736455471253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,,,,,,0.0021823589600423157,0.0021897394262780302,0.0021577084014205274,,,,,,,,0.23365984072890536,0.20360076913463943,0.1823896344899842,0.15233098069593487,0.10749350119220692,0.035111764601117604,0.0335981583089701,0.03340890635790453,,0.003972403765933945,0.00395026537312567,0.003953968563536607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,0.11608250307009425,0.13085307981498548,0.1021232280902155,,0.12083407308763082,0.041595262081632674,0.04318221426173588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039955497952536896,,,,0.11235890489505218,0.056579051870141894,0.05505243408692158,0.05275974460430542,0.04294361142177869,0.042840197381484375,0.042840197381484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,0.12584349927560134,0.14185608527896776,0.11071043473651611,,0.13099461320100286,0.045090161231832085,0.04681045162278162,,0.017422057454712637,0.01761508490960446,0.01758592851204973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04331262154911535,,,,0.12180679596674358,0.0618558843777078,0.060563868904184665,0.05853251297918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,0.12586598406738558,0.14188143108196266,0.11073021566352248,,0.13101801835597424,0.04538349480016623,0.04711789324351201,,0.017337590022458133,0.017529681621552686,0.0175006665830792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04371568172228005,,,,0.1218285595100413,0.06156139904299215,0.060275534635176126,0.05825384964989726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,0.12530062289155247,0.1412441321858412,0.11023284089311376,,0.1304295154219853,0.05059959398082293,0.05003374257533676,,0.016415894029613715,0.01691922850484924,0.016892864084212447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0458356023919503,,,,0.12128133352070823,0.05975782306876808,0.058509630874191206,0.05654717557705427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,0.11727114821951148,0.13219297062104834,0.10316893503572276,,0.12207137268973545,0.042125632141716225,0.043734789686973356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040566444331102805,,,,0.11350942167204389,0.05979154594041797,0.05826989482942296,,0.03781586556424054,,0.03770211455715363,0.05531151527326514,0.0364683494376456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,0.12626965039416488,0.14233646074345066,0.11108533988355355,,0.1314382078345179,0.04535803498070211,0.047090667122142535,,0.016685460975392707,0.017194570552446605,0.017170262906808287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04367920687392449,,,,0.12221927736346787,0.06141710646122294,0.060216027969348496,,,,,0.05783972593885694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,0.002396603137750325,0.0024319929969739977,0.002374473123856358,,,,,,,,0.20077511730378134,0.1859296998623225,0.1728003847198391,0.14793740638872666,,0.0345537299427419,0.0330871364532236,0.032901637972102,,0.0040254248195299375,0.004010477145730418,0.003975531413582805,,,,,,,,,,0.1728003847198391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1791250769661994,0.16857397877214578,0.12365309721602628,0.10726845022435824,,0.03531213501614271,0.034365780350310696,0.03415184689534374,,,,,,,,,,,,,,0.12365309721602628,0.04275693404777374,0.04154989264826484,0.037473317189387886,0.024262949613459452,0.023940040581404132,0.02391340326315672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,,,,,0.0024952300228275226,0.0025319300564370342,0.0024712232627564223,,,,,,,,0.2085293237527735,0.19449678360570333,0.16339722113197594,0.14066627719403074,,0.037913292557432726,0.036976871298048795,,,0.003416028702410079,0.0033973512650859045,0.0033791601256976996,,,,,,,,,,0.16339722113197594,,,,,,,0.03693208589284435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,,,,,0.002888430470789605,0.002930981600173062,0.002860210967987523,,,,,,,,0.2180699515980665,0.20522486306298723,0.15053740872886334,0.13059045748708567,,0.04227663849956953,0.04119398008496108,,,0.003933244903834656,0.003912090221423575,0.0038914303279447694,,,,,,,,,,0.15053740872886334,,,,,,,0.04115290331745006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,,,,,0.0031241535915206204,0.003169486017730583,0.0030930165689303686,,,,,,,,0.2126062026738691,0.19132403589730743,0.15141409634402747,,,0.04601693502957334,0.04485019082029316,,,0.004182026227273393,0.004159484351724822,0.0041376951629813865,,,,,,,,,,0.15141409634402747,,,,,,,0.04487560599839544,0.13563297497234547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,0.0032498221767924564,0.0032939972492598345,0.0032175059152550166,,,,,,,,0.2128529955042588,0.19154612443351585,0.15158985750681428,,,0.045260886244766235,,,,0.0042700194099753,0.0042539156023863045,0.004231984408621117,,,,,,,,,,0.15158985750681428,,,,,,,0.04450909530354851,0.13579041744282191,0.044343521295170114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,,,,,,0.0033724466372134954,0.0034181413373615037,0.0033390345444733907,0.005830308562552371,0.005841741335628861,0.005827230813967224,,,,,0.21028989057259143,0.19192451310383804,0.15187610253745767,,,0.043996169441109644,,,,,,,,,,,,,,,,0.15187610253745776,,,,,,,0.04327361566946238,0.13601548292799773,0.043119219978888394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,,,,,,0.003274426203853079,0.0033205436854186593,0.003241577755247922,0.004623395432579978,0.004632254908679071,0.004620439901031428,,,,,0.21549392298221917,0.19667405852266365,0.15563457213245732,,,0.03900688883501549,0.03726272369159439,,,,,,,,,,,,,,,0.15563457213245732,,,,,,,,0.1393814506378155,0.037199173178967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,,,,0.003302286271964689,0.0033485043848849576,0.003268808473328053,0.0055965261179580835,0.005594608130605495,0.005580022611478091,,,,,0.21156521404329004,0.19308845795871082,0.1527971699158127,,,0.04275897091033829,0.0416508833423729,,,,,,,,,,,,,,,0.1527971699158127,,,,,,,,0.1368403620378977,0.041811015885545554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,,,,,0.003559913684679309,0.0036098393108785097,0.0035232801336642396,0.005879110980726928,0.005877346942150734,0.0058614985747718505,,,,,0.21401138793388333,0.19066612651195008,0.1509030996677484,,,0.044046112284438325,0.04290110692187018,,,,,,,,,,,,,,,0.1509030996677484,,,,,,,,0.1351976045653685,0.04306047282012108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,0.0031178104485694857,0.0031616707127352585,0.003084864000251345,0.0051110861298247585,0.005109554703268617,0.00509577326759096,,,,,0.20253732893357157,0.176758688747112,0.16711066336145786,,,0.03827624544608788,0.037250719884052576,,,,,,,,,,,,,,,0.16711066336145786,,,,,,,0.037313686997418744,0.14896124400660107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,0.0030381248173968574,0.003081196557048307,0.0030065505322225184,0.005081134804840638,0.0050791779480678255,0.005065029344188588,,,,,0.20270248675271443,0.17690282553267025,0.16724693272405702,,,0.03814946456169345,0.037127335807161294,,,,,,,,,,,,,,,0.16724693272405702,,,,,,,0.03719009435706395,0.14908271353681798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,0.003236402368866929,0.0032828662901687546,0.003202347460048086,0.005585610426086474,0.005583456980519365,0.005567898433411876,,,,,0.20650750825968253,0.1819883449165677,0.15952266390698566,,,0.0418891967693885,0.040767106018492975,,,,,,,,,,,,,,,0.1595226639069856,,,,,,,0.04084940815802024,0.14249452610477525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,0.003217031527271231,0.003266065738070127,0.003182709366463919,0.005515878255392836,0.005513496787502273,0.00549812606735712,,,,,0.20552761745508585,0.18112479904731404,0.15876571907333506,,,0.04382416064887774,,,,,,,,,,,,,,,,0.15876571907333506,,,,,,,0.04211929143039984,0.14181838083038723,0.04186100469920765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,,,,0.0030410639250028405,0.003082678213952848,0.0029995883935763626,0.005150749215810322,0.005149224963993726,0.005134976056903941,,,,,0.20139854330373896,0.17591223296253375,0.16631135968129993,,,0.03972426128228248,0.03869513032080204,,,,,,,,,,,,,,,0.16631135968129993,,,,,,,0.03884203479836269,0.14824679720044018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,0.003186219578377612,0.003229909966443887,0.003142620909886415,0.005244667846165236,0.005243230615340731,0.005228426060100522,,,,,0.20124344673563455,0.17577676334506526,0.16618328367488888,,,0.039754665871119,0.038683146308252904,,,,,,,,,,,,,,,0.16618328367488888,,,,,,,0.038767702740611996,0.14813263267322424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,,,,,0.003036752537306085,0.003078563222130768,0.0029945550485723127,0.0051141389235932165,0.005112839929555555,0.005097997766679821,,,,,0.2008547384504756,0.17543724479000694,0.16586229523890667,,,0.04101809678997272,,,,,,,,,,,,,,,,0.16586229523890667,,,,,,,0.03945904303560595,0.14784650965875348,0.039224929369534214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,,,,,0.003227388611785651,0.003264972235611797,0.0031826898423920986,0.005279547425196826,0.005278097306377719,0.005262717958309762,,,,,0.2006696575355743,0.1755044864248171,0.16592732348248498,,,0.04040616811248962,,0.03908612467013165,,,,,,,,,,,,,,0.16592732348248498,,,,,,,0.03908205993645967,0.14790144297588373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,,,,,0.0030973914940471583,0.003136073105581113,0.0030542384233958964,0.005241587589809996,0.005239912943808108,0.005224637115926307,,,,,0.20060629867057195,0.1754490731391253,0.16587493406288942,,,0.041089858352386883,,,,,,,,,,,,,,,,0.16587493406288942,,,,,,,0.03917985056397279,0.14785474499635737,,0.03907646547923838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,,,,,,0.0037901136984277704,0.003817554935305181,,0.006198461398974824,0.006196480361157692,0.00617830999700384,0.0037342750384870833,,,,0.2111861992885187,0.18857619120171026,0.1482672909231368,,,0.04852062038621519,,,,,,,,,,,,,,,,0.1482672909231368,,,,,,,0.04626520344022392,0.13285888639221738,,0.04614312201548462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,,,,,,,,,0.0032794110286012007,0.003302786712988986,,0.005338824252954314,0.00533686842265134,0.0053212112354350995,0.003230521245081977,,,,0.20058784273288569,0.17543293168602825,0.16585967343813807,,,0.04085686568648438,,,,,,,,,,,,,,,,0.16585967343813807,,,,,,,0.03897406493834798,0.14784114224321177,,0.038778182939052976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,,,,,,,,0.003400895805026295,0.0034252179141189714,,0.005310375233127731,0.0053189084449134635,,0.0033574700442122276,,,,0.19450300420234917,0.1752449799131406,0.16465865962358525,,,0.04291634233727132,,,,,,,,,,,,,,,,0.16465865962358525,,,,,,,0.04093863503882275,0.15023393498133653,,0.04073287919342922,0.005300037645081077,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,,,,,,,,0.0038553710290693487,0.003870433129186939,,,,,0.003781212616429261,,,,0.19469795026367634,0.1754206240824506,0.16482369335809577,,,0.0425007827514427,,0.040416265756152515,,0.0049438545514090375,0.004921453652287327,0.004915559079980024,,,,,,,,,,0.16482369335809577,,,,,,,0.04064459523850568,0.1503845111332186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,0.0037611004226772607,0.0037905910271544274,,,,,0.003702757198179981,,,,0.19474920896922465,0.17546680758928657,0.1648670869796197,,,0.04231977464199898,,,,0.004915543084188305,0.004893457739729415,0.00488687881454368,,,,,,,,,,0.1648670869796197,,,,,,,0.04080473462641559,0.1504241033085074,0.04055086861885444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,0.0043341044458633056,0.004363704519893041,,0.005713883945829236,0.005721963020427326,,0.004257293163614457,,,,0.1932489896155196,0.17541481732020797,0.15550537279870455,,,0.04652704879793423,,,,,,,,,,,,,,,,0.16150463932391823,,,,,,,0.04488142147912196,0.14822340578266296,0.04460096096966007,,0.005702394816642962,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,0.004407025031223717,0.004431704747911368,,0.005825364565618052,0.005825364565618052,,0.0043290827529271,,,,0.19320027992821925,0.17537060285411163,0.15546617663991674,,,0.04598354395573912,,,,,,,,,,,,,,,,0.16146393101028267,,,,,,,0.04499969825144409,0.14818604509187422,0.04469755130409659,,0.00581362930101748,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,,,,0.004812120094842145,0.00483997852186791,,0.006300844152941845,0.006300844152941845,,0.0047187999292709944,,,,0.19807960595653654,0.18097803654370448,0.14767177291583,,,0.04960016255567993,,,,,,,,,,,,,,,,0.15302753355640591,,,,,,,0.04853893711142725,0.14062993701928395,0.04821302622211947,,0.006288401267147595,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,,,,0.004811096831527147,0.0048519222970294295,,0.006288901571724986,0.006288901571724986,,0.004729550587200176,,,,0.198205730764761,0.181093272133162,0.14776580114225563,,,0.04942810522891018,,,,,,,,,,,,,,,,0.15312497199904448,,,,,,,0.048370561055113726,0.14071948144134352,0.04804578071364066,,0.006275922662562097,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,,,,,,0.004175854928184119,0.004211338078022777,,0.005806433288423373,0.005806433288423373,,0.004108958131492596,,,,0.19884628054907955,0.17606797198713173,0.1549512308991641,,,0.0447734522850488,,,,,,,,,,,,,,,,0.16219231262840086,,,,,,,0.0438154972231357,0.14592824817582858,0.04352130150078866,,0.005794687036875927,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,,0.0046662360585045404,0.004716184305145047,,0.006350811478821245,0.006350811478821245,,0.004601096683359465,,,,0.2049364444838992,0.1834508014796002,0.14522879498441232,,,0.04922903187046289,,,,,,,,,,,,,,,,0.15148577387742673,,,,,,,0.04818198152289697,0.1366061722592454,0.04785790876638369,,0.006337950751021153,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,,,,0.004306595727243387,0.004352990859660268,,0.006429839408556901,0.006429839408556901,,0.004246422718794972,,,,0.2053253111673544,0.18379889917851472,0.14550436646702491,,,0.04832333654831224,,,,,,,,,,,,,,,,0.15177321797077337,,,,,,,0.04828067502343922,0.13686538232449139,0.04794630449321166,,0.006416818704065708,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,,,,,,0.004334313709374339,0.004404697408170628,,0.006403650410361321,0.00640365041036132,,0.004296040549511784,,,,0.20543900359943076,0.18390067203711535,0.14558493493277966,,,0.04817862608549794,,,,,,,,,,,,,,,,0.1518572576158471,,,,,,,0.04808793784375188,0.13694116722453648,0.04777709954308672,,0.0063909486301747635,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,,0.004285570606147417,0.004355172221946711,,0.006440169493012915,0.006440169493012916,,0.004247492736623504,,,,0.20551238734125393,0.1839663621894303,0.14563693853039872,,,0.04809106799964955,,,,,,,,,,,,,,,,0.15191150171551465,,,,,,,0.04800299194730505,0.1369900832292118,0.04769270026943251,,0.006427392227059993,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,0.0038297239003594868,0.0038965370581348366,,0.005512470344873517,0.005512470344873517,,0.0037846762942249064,,,,0.19566978480629202,0.17979487364046237,0.1582910807544083,,,0.041121736785418875,,,,,,,,,,,,,,,,0.16580437511011453,,,,,,,0.04121782137791777,0.1491142159691182,0.040948483120756295,,0.005501750493045364,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,0.004400015437512183,0.00447786443762496,,0.006479507251754921,0.006479507251754921,,0.0043381521364892215,,,,0.20504221450857585,0.18364182019312197,0.14558866649887942,,,0.04811642058715714,,,,,,,,,,,,,,,,0.15183651937009288,,,,,,,0.048226650942250385,0.13699479284938898,0.04791099874891142,,0.006466869786485664,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,0.004526807933155605,0.004606986402433724,,0.006468817188322067,0.006468817188322066,,0.004470025440585768,,,,0.19670704903978162,0.17947093505007036,,,,0.04762309506871144,,,,,,,,,,,,,0.1452629116991033,,,0.15760788757085772,,,,,,,0.047692888808110914,0.1452629116991033,0.04738191821043027,,0.006448948701011744,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,0.004765580867050838,0.004847229841924301,,0.0065873968103658835,0.006587396810365884,,0.004704942539971649,,,,0.19671689450529492,0.1794799178237447,,,,0.04671960724723377,,,,,,,,,,,,,0.14527018231291444,,,0.15761577606813973,,,,,,,0.0475874281938931,0.14527018231291441,0.047279977551106286,,0.0065674871150802295,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14322637902380747,0.12735943540862416,0.08831834176853905,,,0.029002440255708587,,,,,,,,,,,,,,,,0.10344979783580863,,,,0.02483293141896698,0.02409090273504777,,0.029632188984873947,0.09290220399666874,0.029437319525510666,,,0.10216670756226806,0.09075743878865655,0.09075743878865655,0.024066473906862815,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14496616017431208,0.12890647965126334,0.08939115103244698,,,0.029599338957685826,,,,,,,,,,,,,,,,0.10470640998731978,,,,0.024854401901002004,0.023902047733321517,,0.029830108800753798,0.0940306937654904,0.029628805483248293,,,0.09943068770537575,0.08832695863899416,,0.02409979752979181,0.08832695863899419,,,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14070738046375067,0.12511949723110002,0.08676504008446467,,,0.030366821398927157,,,,,,,,,,,,,,,,0.10163037118016965,,,,0.02561490203269883,0.024934667098032385,,0.0306062987825368,0.09126828348783002,0.030399671426217415,,,0.10356146207522943,,0.09199643679843525,0.02503273114217244,0.09199643679843525,,,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1412708328302532,0.1256205290645271,0.08711248431236625,,,0.030422605477519606,,,,,,,,,,,,,,,,0.1020373425342043,,,,0.023869485028285273,0.02450125759082385,,0.03066252278287848,0.09163376062306168,0.03045551585055629,,,0.10387601008744543,,0.09227585827188725,0.023985937274304134,0.09227585827188726,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,,,,,0.004824448755473248,0.0048972787436689525,,0.007031664821963032,0.007031664821963032,,0.004749643875818062,,,,0.20118134998977974,0.18356910233369172,,,,0.05115700632531097,,,,,,,,,,,,,,,,0.14631168644402498,,,,,,,0.05134118698171127,0.13446511769338035,0.051001621539872526,,0.007021926947141161,,,,,,0.14541630072620104,,,,,,,,,,,,,,,,,,,,,
