threshold,CDC42,BEM1,BNI1,CDC24,CLA4,HOG1,FUS3,KSS1,RHO1,STE11,PBS2,RSR1,RGA1,GIC2,RDI1,SPA2,STE20,SHO1,ACT1,STE7,PTP2,BEM2,STE50,GIC1,SLT2,PTP3,GPA1,RHO3,STE12,BUD6,STE5,BOI2,BEM3
849,0.062014131297399154,0.054251428764601504,0.05464379501677335,0.047233264823594606,0.05021969692239119,0.052082544259561665,0.04956956167232058,0.0502457441777209,0.045846529288151056,0.04319501530861196,0.041113077589050334,0.02957050962018645,0.035854181110654984,0.03278818088606759,0.033480538288706625,0.02975273488378275,0.03439257524249498,0.03278147923257256,0.030485757239239433,0.03766095904280571,,,0.032404007594986975,,0.030922417940644067,,0.03019090449468895,0.029929668521270915,0.02937129678172173,,,,
850,0.06223897908501523,0.05460247476247456,0.054934149669832184,0.04765143197862054,0.05055263622913961,0.05258996458079703,0.049865938246918776,0.0485691699144478,0.04592774473330839,0.043408859466545706,0.041377579232161676,0.029858520562660803,0.036151751459800194,0.03309474666542432,0.033695911457991876,,0.034695821321077513,0.0328545195054199,0.030619766783456084,0.03781616343171127,0.028894007846784402,,0.02909645787938242,,0.03145910659150987,,0.03047469854115494,0.029959292258238072,0.029610307796126806,,,,
851,0.0669919950716384,0.059823216035909815,0.05801994892638019,0.05232963615320581,0.055487299260177946,0.049174713077825255,0.046289850575160725,0.04507411884800344,,0.04046723589741547,0.03878937772077657,0.03641768833853537,0.03804536973989364,0.038888994333321096,0.032981368396076655,0.02973045744576608,0.037272364671107505,0.03076692550637767,0.028521467533755937,0.03421696398928903,,,,0.03106160457428569,0.029423052776333097,,0.02832415472039722,0.030746151695388704,,0.032265433186776035,,0.02889061152620265,
852,0.06710315120410972,0.059922477407651886,0.05811621823619762,0.05241646384003914,0.05557936628371477,0.04901329898298179,0.04618700908674542,0.04498467106133683,,0.04037359054995961,0.03809543363158799,0.03647811420560991,0.03810849632918548,0.03895352070249652,0.03303609256648835,0.029779787558457022,0.037334208655608485,0.030662974508036088,0.028583997588465457,0.03420451469414054,,,,0.0311131433861861,0.029544055775074102,,,0.030797167093678926,,0.03231896944527556,,0.028938548128755688,0.028354729078217063
853,0.06220573805062726,0.05493631697602222,0.05537611834494913,0.0476869700976221,0.05111242552983871,0.052942610085278195,0.049607031224688944,0.048315113784225414,0.04349321685108839,0.0435773438829722,0.040986150524801146,0.0311137189037761,0.03665562778594495,0.03380199794700819,0.03403546771350187,,0.035233134141681124,0.03301269481158915,0.03082549755568494,0.035695914734823614,,,0.029029240662744888,,0.03186020828572844,,0.030343475671924542,0.030321649008746582,0.029409911174868204,,0.028422426249863793,,
854,0.06841219316879045,0.06089326804258696,0.06314482013692939,0.048736255761441076,0.05655579265449523,0.04846395912641821,0.045766256658322735,0.04465195708184389,,0.040357058218231656,0.03755515739593848,,0.037206542646075584,0.0378141697816238,0.03546582722211885,0.03340758540705479,0.03631325916300524,0.030439559062227926,0.02810947251906777,0.03320342813212868,,,,0.029590687384426353,0.029133096762241906,,0.028220443674972905,0.02906075377515869,,0.03626323151071802,,0.03074736962165475,0.03048785509252677
855,0.06842104354306727,0.06079054405160781,0.06357003259028196,0.048487361107973775,0.05467718729386898,0.048581104197313,0.04587688095475802,0.04475988793958293,,0.040454607624662714,0.03764593416397216,,0.036840979123646776,0.03788778133475442,0.035600340020015546,0.03357986151491005,0.0363883945941164,0.030513136301244862,0.028068354956164568,0.033283686080769294,,,,0.029653780706649265,0.0292035160748015,,0.028288656960362254,0.02938228964031048,,0.03648002456617138,,0.031027318814129512,0.03053729584486499
856,0.06829587756093741,0.0606793369177143,0.06345374080121882,0.048398660792110505,0.05457716362434649,0.048615449792063746,0.046190360881707644,0.04505205534855645,,0.04058107003304624,0.037546862041079605,,0.03677358410749602,0.03781847135180304,0.035535214566032106,0.033518432221688974,0.03632182751311836,0.03026587056560741,0.028089248932465005,0.03360887580346732,,,,0.029599533586263337,0.029289288915349834,,0.028595254130433335,0.029328539171892994,,0.03641328986195612,,0.030970559012888213,0.030481432466756657
857,0.06785303882678723,0.06028588475472339,0.06304229906773451,0.04808483801912367,0.054223278691374534,0.048749231562631994,0.046832302690910786,0.04564346502758529,,0.041109932863461346,0.03787729182523709,,0.03653513973840803,0.03757325180738787,0.03530479993489811,0.033301094651313555,0.036086312388452474,0.030529383511916305,,0.03425337063476467,,,,0.029407606628840753,0.02942836561337305,,0.02916216439202004,0.029138369375044472,0.028347866978677274,0.036177181684353084,,0.030769742160700414,0.030283787170280043
858,0.06733177593022502,0.059822754503633495,0.06255799339791952,0.04771543905954933,0.05380672279645113,0.04819114727420312,0.047955086426404406,0.04661495564501716,,0.04186446516963757,0.038535831565581644,,0.0362544682593463,0.03728460530888133,0.03503358021364741,0.03304526786217081,0.03580908890595124,0.03101893831451264,,0.03381262834087851,,,,0.02918169052431015,0.02993184372152991,,0.029831491376109208,0.028914521613998597,0.0290019418124369,0.03589926012269125,,0.030533361812782572,0.030051140042130758
859,0.0686638617187012,0.05791080501001558,0.06388362437364198,0.04939491755353616,0.05335294000706816,0.04858416892175934,0.046281355903868386,0.04688071777135835,,0.041983056859417514,0.03854318632013277,,0.037203432622087494,0.03855734487369257,0.035698945398647416,0.033413016838634124,0.036504210103574096,,,0.03418370637711169,,,0.027671096345228196,0.03038571730360872,0.030144745192616146,,0.030158595978423634,,0.029304837801982578,0.031343797090812336,0.028158656146045156,0.03087981466643404,0.030913448821602418
860,0.06873891788449857,0.05924027078852053,0.06086683396747236,0.05046981886525111,0.05383551897461475,0.049365533845841296,0.047045551791043735,0.04764772781841838,,0.042638713779789714,0.039135757746029745,0.033800176035933535,0.03961772787896933,0.034951815779677785,0.03489444393480094,0.03225201029675355,0.03253448139079394,,0.028096462411004032,0.03474788185870478,,,,,0.030633094437803883,,0.030658114211571757,,0.029790927786054217,0.030020148741407345,0.028624171790853793,0.03008093060469002,0.030312967379500826
861,0.07015594037181826,0.060455935422106415,0.059017208736742675,0.05139359822977394,0.05286449127670454,0.04625807762159939,0.04818709260409278,0.04855650748635802,,0.043320606434803934,0.03932982993213499,0.034363377704736554,0.040627897514261296,0.03575250506891453,0.03571411276145001,0.03222576226254012,0.027585108148347432,0.027883934175009506,0.028145574726434572,0.035145105629647413,,,,,,,0.03127888768235472,,0.03037120635589394,0.02992922382594997,0.029628544545955152,0.030878459126637652,0.030931012355732045
862,0.071839374475788,0.057955981090235364,0.06380086882193571,0.05035378885202772,0.05249626772116563,0.04689703730717513,0.04815802950051118,0.048578736330866575,,0.04206591414194264,0.03893154373645831,,0.03868690419641017,0.02843031557502495,0.0383738852202367,0.035415356137287426,,0.02738942098894417,0.027467322378621935,0.035029904446637304,,,,,0.027391660098786973,,0.031196663504548052,0.030033026836609664,0.030272397160689756,0.0335113727893584,0.02946110544219862,0.0333759330631711,0.03288719018336847
863,0.07217900229612108,0.05878830234932348,0.05785672890030224,0.05202295964048971,0.051295585617026525,0.04937161363413676,0.0482284754261147,0.04880452278506469,,0.04356913232119018,0.041108679446755954,0.03523418609881567,0.041524099043580884,0.03119916201457717,,0.0335256071020421,0.028562210331948047,0.02905914210074859,0.029382711010715663,0.03579369674774328,,,0.028129205860466983,,0.028639283216289176,,0.030620305110789777,,0.030768821998135628,0.031439966476077316,,0.032106710185791684,0.030789890285752672
864,0.07215353645055464,0.05819474355407482,0.058479389682438286,0.05162006968682494,0.05092663840950981,0.049687244736760096,0.048773848144301135,0.049357453418369036,,0.043925027883752715,0.04131756450907935,0.034725742813043,0.039286638988974575,0.030860816966755522,,0.03344129052884657,0.028312910903062944,0.029063234001214723,0.03055359783572691,0.03618568295766502,,,,,0.02875473423991895,,0.031014831916717972,0.02796440773906695,0.03119580919689131,0.031404215857865625,,0.032038120978843065,0.030762448599741962
