threshold,PTC6,PTC5,UTH1,CDC42,HOG1,KSS1,STE11,BNI1,FUS3,BEM1,RHO1,CDC24,PBS2,CLA4,SHO1,BEM2,STE7,PTP2,RGA1,ACT1,RDI1,PTC1,STE5,RSR1,STE50,PTP3,SSK1,PDA1,PDB1,IRC15,PDX1,MAE1,PGI1,TAL1,TKL1,TPI1,NQM1,TKL2,ZWF1,PGK1,FBA1,GPM1,ENO2,CDC19,ENO1,PYK2,PFK1,ERR3,TDH1,ERR1,TDH3,TDH2,MLS1,AIM22,SLT2,GIC2,SPA2,STE20,KGD2,PKP2,ILV2,PYC2,HSP82,HSC82,AHA1,STI1,SBA1,HSP104,CPR6,FES1,PYC1,LPD1,LSC1,YMR31,KGD1,SIS1,BTN2,HSP78,HSP26,CUR1,YJL144W,MDH1,CIT3,IDH1,IDH2,ACO1,FUM1,CIT1,ICL2,CYT1,QCR2,RIP1,MBF1,MDH3,IDP3,ATP18,ATP15,ATP6,ATP2,ATP16,MDH2,CIT2,IDP1,TOM40,TOM22,TOM70,PTC7,ACS1,TIM8,TOM7,TIM54,TOM20,TIM22
825,0.02507827390392135,0.02451827101218724,,,,,,,,,,,,,,,,,,,,,,,,,,0.10268040833618881,0.09240196138867268,0.05495841297765383,0.07312703507671768,0.04632911143973454,0.023151972174818725,0.02256883434172531,0.022419892008936928,0.02194290936815961,0.022767414018837716,0.022682719149759816,0.02236572966427606,0.021758093338365474,0.021153120895889447,0.02146166876021528,0.021002937436257935,0.01983228724065279,0.021002937436257935,,,,,,,,,0.06550537603729198,,,,,0.0731270350767177,,,0.04632911143973454,,,,,,,,,0.04632911143973454,0.06550537603729197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,0.02092265158511652,0.023286488232410585,,,,,,,,,,,,,,,,,,,,,,,,,,0.10285122614936736,0.09386885621130699,0.05577773757150978,0.07428147556799633,0.046946370120852184,0.02298630609226525,0.022444153332612796,0.022301676782974015,0.021833027915383992,0.02260879954171347,0.02252813373266819,0.021645986749590642,0.021610250745048874,0.021086207744093106,0.0207703520939827,0.020905711415845834,0.01981509470011391,0.020306949653891442,,,,,,,,,0.0665241641257777,,,,,0.07428147556799632,,,0.046946370120852184,,,,,,,,,0.046946370120852184,0.0665241641257777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0.021787392371824546,0.024248927246024243,,,,,,,,,,,,,,,,,,,,,,,,,,0.10710210466982963,0.09774849012086792,0.05808305171738466,0.07735155592369057,0.04888668064345678,0.020709400719100254,0.019783394673650916,0.01966921632095075,0.01928594389759141,0.019632181130375063,0.01974965465820207,0.019683077210217045,0.019106223864550066,0.0189623263007316,0.019210411034424568,0.018796183650437417,0.017735419019641256,0.018796183650437417,,,,,,,,,0.0692736319830038,,,,,0.07735155592369057,,,0.04888668064345678,,,,,,,,,0.04888668064345678,0.0692736319830038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,0.021125971143756472,0.023512778790776328,,,,,,,,,,,,,,,,,,,,,,,,,,0.10385070108786618,0.0947810433849679,0.056319767578501885,0.07500331891400666,0.04740257975632253,0.022421034997257443,0.02183999972881109,0.021702824481806337,0.02144187842534887,0.021827763169309206,0.021923966608233952,0.021108498518155275,0.021039925899498713,0.020564581267112064,0.020423064142097738,0.020420962166706313,0.019303644776156245,0.01983596787855995,,,,,,,,,0.06717062442904854,,,,,0.07500331891400666,,,0.04740257975632253,,,,,,,,,0.04740257975632253,0.06717062442904854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,0.021153817671749144,0.02353565938683524,,,,,,,,,,,,,,,,,,,,,,,,,,0.10476003303419121,0.09333236845351423,0.05554978601254268,0.07386809579983229,0.04687982227821324,0.022970712032961277,0.02237357446290968,0.0222334993722189,0.02214385522963044,0.022358366891369878,0.022456686183030525,0.021625875670907013,0.021557544959440806,0.021072779132059363,0.021120488124864393,0.02092607639841635,0.019764821457823777,0.02032809928514276,,,,,,,,,0.06618014890304405,,,,,0.07386809579983229,,,0.04687982227821324,,,,,,,,,0.04687982227821324,0.06618014890304405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0.024020035306670722,0.026841106651502546,,,,,,,,,,,,,,,,,,,,,,,,,,0.10808368124323245,0.09432695628063993,0.0657634642154365,0.08917830488931211,0.0349590105306525,0.02216014282887866,0.021566411843393748,0.021432752899051947,0.021357373443043556,0.021602866835503182,0.021479839897533118,0.020890809118240438,0.020753040314625392,0.02035493181142218,0.0203710898170923,0.020180622387512337,0.019056460616390446,0.019602125221002797,0.018613334831850764,,,,,,,,0.07949289989938316,,,,,0.08917830488931211,0.019241534328933916,,,,,,,,,,,,0.07949289989938316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0.024048741668403404,0.026873184477659174,,,,,,,,,,,,,,,,,,,,,,,,,,0.10821285212960105,0.0944396864949616,0.06584205817953605,0.08928488194659683,0.035000790069662197,0.022095121221351596,0.0215031323430098,0.02136986557661959,0.021294707296685825,0.021539480370005897,0.02141681441388228,0.020829511950532696,0.020692147383891548,0.020295206998378206,0.020311317593726494,0.02012140902780317,0.01900054573747372,0.019544609269835023,0.018558720158942187,,,,,,,,0.07958790192209285,,,,,0.08928488194659683,0.019264529900659185,,,,,,,,,,,,0.07958790192209285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0.022619208098557813,0.025230956128792517,,,,,,,,,,,,,,,,,,,,,,,,,,0.10590874095015952,0.09333392591943852,0.060828737937230995,0.08181225288021533,0.04012636833267855,0.023125408980899244,0.022505945980188142,0.02236647216751933,0.02228752440787997,0.022551381815280633,0.022422944815101042,0.021800950189522154,0.02165640703407936,0.021241450667845753,0.021258279518124187,0.0210595293856905,0.019886460155331815,0.020455846809218314,0.01942406696215435,,,,,,,,0.07307925982559907,,,,,0.08181225288021532,,,0.04012636833267855,,,,,,,,,,0.07307925982559907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,0.022323171646359198,0.024900737550608832,,,,,,,,,,,,,,,,,,,,,,,,,,0.10452262487610887,0.09211238694342457,0.06003262148203973,0.08074150765414444,0.03960120106470605,0.023990823599403185,0.02288233380234139,0.022772504235345208,0.02231359207674166,0.02305752068897761,0.022916125821070266,0.02284266381621752,0.022051983867394664,0.021980302712301,0.02223078165344055,0.021822007927685738,0.020502280795427125,0.021822007927685745,0.019992490005028285,,,,,,,,0.07212281056734893,,,,,0.08074150765414444,,,0.03960120106470605,,,,,,,,,,0.07212281056734893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0.02372616453877244,0.026513016166176896,,,,,,,,,,,,,,,,,,,,,,,,,,0.10673453965629656,0.09322764155672354,0.06499399335477105,0.08813949755547588,0.034542629119317644,0.022851269053740155,0.022259264376165114,0.022139712398841667,0.021677268763666768,0.02234377076177372,0.022214148107367864,0.02157771012497845,0.021385563570058125,0.021003510404261995,0.020618287529121933,0.020820554445947128,0.019651555442113045,0.020218278049640135,0.019191668225763788,0.018898700541146674,,,,,,,0.07856587935120175,,,,,0.08813949755547588,,,,,,,,,,,,,0.07856587935120175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0.02365881144360302,0.026437751843612207,,,,,,,,,,,,,,,,,,,,,,,,,,0.10643154497733834,0.09296298983840938,0.06480949043552714,0.08788928990150224,0.034444570582183524,0.02282141480841269,0.022206302295613014,0.022088930768422846,0.022059028579470927,0.0222548424449339,0.022127994129685646,0.021530892746293776,0.02176437812991774,0.021393155560932766,0.02101195620497295,0.02121357516217044,0.020057975827701927,0.020224185850787318,0.019185948806986593,0.018849981788617073,,,,,,,0.07834284898570112,,,,,0.08788928990150224,,,,,,,,,,,,,0.07834284898570112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0.02354197110953706,0.026307187560418013,,,,,,,,,,,,,,,,,,,,,,,,,,0.10590592697239536,0.09250388702953065,0.06448942522298752,0.0874552438372107,0.03427446418680629,0.023475752777084836,0.02170467931234684,0.022334739414508416,0.021896371807402906,0.022583464656280368,0.022449475149780875,0.021772994136166568,0.021596424135033217,0.021586657722908596,0.021187339914640915,0.021400692984978077,0.02023378560116009,0.02077617559988115,0.019753404023227842,0.019402795924688767,,,,,,,0.07795594854190713,,,,,0.0874552438372107,,,,,,,,,,,,,0.07795594854190713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,0.022859886734601136,0.026228051217867202,,,,,,,,,,,,,,,,,,,,,,,,,,0.10606457207732164,0.0927634425598117,0.06466566538592788,0.08770140327759904,0.03435679191859255,0.023197733444153032,0.021845181676971467,0.022439878459605336,0.02242571941908415,0.02243754484044151,0.02230757673899419,0.02104679769387503,0.02213391291587648,0.021742643987454503,0.021351236832709973,0.021561237613112526,0.02042586635516452,0.020543682571405587,0.019524588044262277,,,,,,,,0.07817376803004968,,,,,0.08770140327759904,0.018327646897469855,,,,,,,,,,,,0.07817376803004968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,0.02285168090341495,0.02621863634354455,,,,,,,,,,,,,,,,,,,,,,,,,,0.10602649892396764,0.09273014400681655,0.06464245286786688,0.08766992180446477,0.03434445913506409,0.023589229348884678,0.02080256705965394,0.02240538578833635,0.022433362958526312,0.022492715182477512,0.02235860037192243,0.02104372091838754,0.021181634020382797,0.0221225712642751,0.021768808289422095,0.021356989958636795,0.020763229568431282,0.020937478259460036,0.019831848352362423,0.0184667296369613,,,,,,,0.07814570661613761,,,,,0.08766992180446477,,,,,,,,,,,,,0.07814570661613761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
